batch,elapsed_ms,input_seq,iteration,method,output_seq,phase,scenario,warmup
8,1159.4977118074894,2048,0,ours_max_speed,1,ttft,prefill_decode,True
8,1222.0976315438747,2048,1,ours_max_speed,1,ttft,prefill_decode,False
8,1519.0146826207638,2048,2,ours_max_speed,1,ttft,prefill_decode,False
8,1170.266516506672,2048,3,ours_max_speed,1,ttft,prefill_decode,False
8,1173.553243279457,2048,4,ours_max_speed,1,ttft,prefill_decode,False
8,1172.6281940937042,2048,5,ours_max_speed,1,ttft,prefill_decode,False
8,2286.176558583975,2048,0,ours_max_speed,64,main,prefill_decode,True
8,2326.4535553753376,2048,1,ours_max_speed,64,main,prefill_decode,False
8,2357.8019496053457,2048,2,ours_max_speed,64,main,prefill_decode,False
8,2370.4219441860914,2048,3,ours_max_speed,64,main,prefill_decode,False
8,2278.5332053899765,2048,4,ours_max_speed,64,main,prefill_decode,False
8,3537.840833887458,2048,5,ours_max_speed,64,main,prefill_decode,False
