phase,module_name,layer,module_type,m,n,k,kernel,supported,latency_ms,source,reason,prediction_status,prediction_error,conversion,conversion_supported,conversion_ms,conversion_reason
prefill,model.layers.0.self_attn.qkv_proj,0,qkv_proj,16384,12288,4096,dense_bf16,True,7.8391634750771,predicted,,pass,,,True,0.0,
prefill,model.layers.0.self_attn.qkv_proj,0,qkv_proj,16384,12288,4096,dense_nvfp4,True,3.294211277232814,predicted,,pass,,canonical_to_cutlass,True,0.03610966438594391,
prefill,model.layers.0.self_attn.qkv_proj,0,qkv_proj,16384,12288,4096,sparse_bf16,True,3.8042125295750835,predicted,,pass,,,True,0.0,
prefill,model.layers.0.self_attn.qkv_proj,0,qkv_proj,16384,12288,4096,sparse_nvfp4,True,2.6727769176622624,predicted,,pass,,,True,0.0,
prefill,model.layers.0.self_attn.qkv_proj,0,qkv_proj,16384,12288,4096,marlin_nvfp4,True,7.380890143455208,predicted,,pass,,canonical_to_marlin,True,0.5762329692037943,
prefill,model.layers.0.self_attn.o_proj,0,o_proj,16384,4096,4096,dense_bf16,True,2.441358,measured,,pass,,,True,0.0,
prefill,model.layers.0.self_attn.o_proj,0,o_proj,16384,4096,4096,dense_nvfp4,True,1.969835,measured,,pass,,canonical_to_cutlass,True,0.0354415,
prefill,model.layers.0.self_attn.o_proj,0,o_proj,16384,4096,4096,sparse_bf16,True,1.257995,measured,,pass,,,True,0.0,
prefill,model.layers.0.self_attn.o_proj,0,o_proj,16384,4096,4096,sparse_nvfp4,True,1.8060494999999999,measured,,pass,,,True,0.0,
prefill,model.layers.0.self_attn.o_proj,0,o_proj,16384,4096,4096,marlin_nvfp4,True,2.398342,measured,,pass,,canonical_to_marlin,True,0.4501215,
prefill,model.layers.0.mlp.gate_up_proj,0,gate_up_proj,16384,28672,4096,dense_bf16,True,18.58725059711499,predicted,,pass,,,True,0.0,
prefill,model.layers.0.mlp.gate_up_proj,0,gate_up_proj,16384,28672,4096,dense_nvfp4,True,5.781626604061589,predicted,,pass,,canonical_to_cutlass,True,0.038035824409792904,
prefill,model.layers.0.mlp.gate_up_proj,0,gate_up_proj,16384,28672,4096,sparse_bf16,True,8.979271598575469,predicted,,pass,,,True,0.0,
prefill,model.layers.0.mlp.gate_up_proj,0,gate_up_proj,16384,28672,4096,sparse_nvfp4,True,4.3123343747315515,predicted,,pass,,,True,0.0,
prefill,model.layers.0.mlp.gate_up_proj,0,gate_up_proj,16384,28672,4096,marlin_nvfp4,True,18.09249285331458,predicted,,pass,,canonical_to_marlin,True,0.6766667944986378,
prefill,model.layers.0.mlp.down_proj,0,down_proj,16384,4096,14336,dense_bf16,True,9.162513656198282,predicted,,pass,,,True,0.0,
prefill,model.layers.0.mlp.down_proj,0,down_proj,16384,4096,14336,dense_nvfp4,True,6.33261076343214,predicted,,pass,,canonical_to_cutlass,True,0.03662382958370213,
prefill,model.layers.0.mlp.down_proj,0,down_proj,16384,4096,14336,sparse_bf16,True,4.406881676967695,predicted,,pass,,,True,0.0,
prefill,model.layers.0.mlp.down_proj,0,down_proj,16384,4096,14336,sparse_nvfp4,True,5.923774651648821,predicted,,pass,,,True,0.0,
prefill,model.layers.0.mlp.down_proj,0,down_proj,16384,4096,14336,marlin_nvfp4,True,8.449580834174672,predicted,,pass,,canonical_to_marlin,True,0.6163826418849485,
prefill,model.layers.1.self_attn.qkv_proj,1,qkv_proj,16384,12288,4096,dense_bf16,True,7.8391634750771,predicted,,pass,,,True,0.0,
prefill,model.layers.1.self_attn.qkv_proj,1,qkv_proj,16384,12288,4096,dense_nvfp4,True,3.294211277232814,predicted,,pass,,canonical_to_cutlass,True,0.03610966438594391,
prefill,model.layers.1.self_attn.qkv_proj,1,qkv_proj,16384,12288,4096,sparse_bf16,True,3.8042125295750835,predicted,,pass,,,True,0.0,
prefill,model.layers.1.self_attn.qkv_proj,1,qkv_proj,16384,12288,4096,sparse_nvfp4,True,2.6727769176622624,predicted,,pass,,,True,0.0,
prefill,model.layers.1.self_attn.qkv_proj,1,qkv_proj,16384,12288,4096,marlin_nvfp4,True,7.380890143455208,predicted,,pass,,canonical_to_marlin,True,0.5762329692037943,
