batch,elapsed_ms,input_seq,iteration,method,output_seq,phase,scenario,warmup
8,852.608185261488,2048,0,ours_max_speed,1,ttft,prefill_decode,True
8,839.5041339099407,2048,1,ours_max_speed,1,ttft,prefill_decode,False
8,744.0002504736185,2048,2,ours_max_speed,1,ttft,prefill_decode,False
8,1684.2764355242252,2048,3,ours_max_speed,1,ttft,prefill_decode,False
8,856.985678896308,2048,4,ours_max_speed,1,ttft,prefill_decode,False
8,812.9491694271564,2048,5,ours_max_speed,1,ttft,prefill_decode,False
8,2055.7741690427065,2048,0,ours_max_speed,64,main,prefill_decode,True
8,1849.8218320310116,2048,1,ours_max_speed,64,main,prefill_decode,False
8,1724.190752953291,2048,2,ours_max_speed,64,main,prefill_decode,False
8,1751.6449578106403,2048,3,ours_max_speed,64,main,prefill_decode,False
8,1933.2171455025673,2048,4,ours_max_speed,64,main,prefill_decode,False
8,1739.5656928420067,2048,5,ours_max_speed,64,main,prefill_decode,False
