phase,module_name,layer,module_type,m,n,k,kernel,supported,latency_ms,source,reason,prediction_status,prediction_error,conversion,conversion_supported,conversion_ms,conversion_reason
prefill,model.layers.0.self_attn.qkv_proj,0,qkv_proj,32768,12288,4096,dense_bf16,True,16.19034192308412,predicted,,pass,,,True,0.0,
prefill,model.layers.0.self_attn.qkv_proj,0,qkv_proj,32768,12288,4096,dense_nvfp4,True,7.279230809969526,predicted,,pass,,canonical_to_cutlass,True,0.03610966438594391,
prefill,model.layers.0.self_attn.qkv_proj,0,qkv_proj,32768,12288,4096,sparse_bf16,True,7.214887617485135,predicted,,pass,,,True,0.0,
prefill,model.layers.0.self_attn.qkv_proj,0,qkv_proj,32768,12288,4096,sparse_nvfp4,True,6.405188033101481,predicted,,pass,,,True,0.0,
prefill,model.layers.0.self_attn.qkv_proj,0,qkv_proj,32768,12288,4096,marlin_nvfp4,True,16.425022275359552,predicted,,pass,,canonical_to_marlin,True,0.5762329692037943,
prefill,model.layers.0.self_attn.o_proj,0,o_proj,32768,4096,4096,dense_bf16,True,5.440891276787584,predicted,,pass,,,True,0.0,
prefill,model.layers.0.self_attn.o_proj,0,o_proj,32768,4096,4096,dense_nvfp4,True,3.248931980415928,predicted,,pass,,canonical_to_cutlass,True,0.0354415,
prefill,model.layers.0.self_attn.o_proj,0,o_proj,32768,4096,4096,sparse_bf16,True,2.4142079497247098,predicted,,pass,,,True,0.0,
prefill,model.layers.0.self_attn.o_proj,0,o_proj,32768,4096,4096,sparse_nvfp4,True,3.054492180898791,predicted,,pass,,,True,0.0,
prefill,model.layers.0.self_attn.o_proj,0,o_proj,32768,4096,4096,marlin_nvfp4,True,5.462277240192552,predicted,,pass,,canonical_to_marlin,True,0.4501215,
prefill,model.layers.0.mlp.gate_up_proj,0,gate_up_proj,32768,22016,4096,dense_bf16,True,29.15793333692407,predicted,,pass,,,True,0.0,
prefill,model.layers.0.mlp.gate_up_proj,0,gate_up_proj,32768,22016,4096,dense_nvfp4,True,10.814359942784336,predicted,,pass,,canonical_to_cutlass,True,0.03736344856629997,
prefill,model.layers.0.mlp.gate_up_proj,0,gate_up_proj,32768,22016,4096,sparse_bf16,True,12.840345826855177,predicted,,pass,,,True,0.0,
prefill,model.layers.0.mlp.gate_up_proj,0,gate_up_proj,32768,22016,4096,sparse_nvfp4,True,8.502595790121017,predicted,,pass,,,True,0.0,
prefill,model.layers.0.mlp.gate_up_proj,0,gate_up_proj,32768,22016,4096,marlin_nvfp4,True,30.535257844484484,predicted,,pass,,canonical_to_marlin,True,0.6622379971698236,
prefill,model.layers.0.mlp.down_proj,0,down_proj,32768,4096,11008,dense_bf16,True,14.508500337968448,predicted,,pass,,,True,0.0,
prefill,model.layers.0.mlp.down_proj,0,down_proj,32768,4096,11008,dense_nvfp4,True,8.76600326542175,predicted,,pass,,canonical_to_cutlass,True,0.03614600731491637,
prefill,model.layers.0.mlp.down_proj,0,down_proj,32768,4096,11008,sparse_bf16,True,6.54449617500495,predicted,,pass,,,True,0.0,
prefill,model.layers.0.mlp.down_proj,0,down_proj,32768,4096,11008,sparse_nvfp4,True,8.495926835965953,predicted,,pass,,,True,0.0,
prefill,model.layers.0.mlp.down_proj,0,down_proj,32768,4096,11008,marlin_nvfp4,True,15.0471715399867,predicted,,pass,,canonical_to_marlin,True,0.5633021917459957,
prefill,model.layers.1.self_attn.qkv_proj,1,qkv_proj,32768,12288,4096,dense_bf16,True,16.19034192308412,predicted,,pass,,,True,0.0,
prefill,model.layers.1.self_attn.qkv_proj,1,qkv_proj,32768,12288,4096,dense_nvfp4,True,7.279230809969526,predicted,,pass,,canonical_to_cutlass,True,0.03610966438594391,
prefill,model.layers.1.self_attn.qkv_proj,1,qkv_proj,32768,12288,4096,sparse_bf16,True,7.214887617485135,predicted,,pass,,,True,0.0,
prefill,model.layers.1.self_attn.qkv_proj,1,qkv_proj,32768,12288,4096,sparse_nvfp4,True,6.405188033101481,predicted,,pass,,,True,0.0,
prefill,model.layers.1.self_attn.qkv_proj,1,qkv_proj,32768,12288,4096,marlin_nvfp4,True,16.425022275359552,predicted,,pass,,canonical_to_marlin,True,0.5762329692037943,
prefill,model.layers.1.self_attn.o_proj,1,o_proj,32768,4096,4096,dense_bf16,True,5.440891276787584,predicted,,pass,,,True,0.0,
prefill,model.layers.1.self_attn.o_proj,1,o_proj,32768,4096,4096,dense_nvfp4,True,3.248931980415928,predicted,,pass,,canonical_to_cutlass,True,0.0354415,
prefill,model.layers.1.self_attn.o_proj,1,o_proj,32768,4096,4096,sparse_bf16,True,2.4142079497247098,predicted,,pass,,,True,0.0,
prefill,model.layers.1.self_attn.o_proj,1,o_proj,32768,4096,4096,sparse_nvfp4,True,3.054492180898791,predicted,,pass,,,True,0.0,
prefill,model.layers.1.self_attn.o_proj,1,o_proj,32768,4096,4096,marlin_nvfp4,True,5.462277240192552,predicted,,pass,,canonical_to_marlin,True,0.4501215,
prefill,model.layers.1.mlp.gate_up_proj,1,gate_up_proj,32768,22016,4096,dense_bf16,True,29.15793333692407,predicted,,pass,,,True,0.0,
prefill,model.layers.1.mlp.gate_up_proj,1,gate_up_proj,32768,22016,4096,dense_nvfp4,True,10.814359942784336,predicted,,pass,,canonical_to_cutlass,True,0.03736344856629997,
prefill,model.layers.1.mlp.gate_up_proj,1,gate_up_proj,32768,22016,4096,sparse_bf16,True,12.840345826855177,predicted,,pass,,,True,0.0,
prefill,model.layers.1.mlp.gate_up_proj,1,gate_up_proj,32768,22016,4096,sparse_nvfp4,True,8.502595790121017,predicted,,pass,,,True,0.0,
prefill,model.layers.1.mlp.gate_up_proj,1,gate_up_proj,32768,22016,4096,marlin_nvfp4,True,30.535257844484484,predicted,,pass,,canonical_to_marlin,True,0.6622379971698236,
prefill,model.layers.1.mlp.down_proj,1,down_proj,32768,4096,11008,dense_bf16,True,14.508500337968448,predicted,,pass,,,True,0.0,
prefill,model.layers.1.mlp.down_proj,1,down_proj,32768,4096,11008,dense_nvfp4,True,8.76600326542175,predicted,,pass,,canonical_to_cutlass,True,0.03614600731491637,
prefill,model.layers.1.mlp.down_proj,1,down_proj,32768,4096,11008,sparse_bf16,True,6.54449617500495,predicted,,pass,,,True,0.0,
prefill,model.layers.1.mlp.down_proj,1,down_proj,32768,4096,11008,sparse_nvfp4,True,8.495926835965953,predicted,,pass,,,True,0.0,
prefill,model.layers.1.mlp.down_proj,1,down_proj,32768,4096,11008,marlin_nvfp4,True,15.0471715399867,predicted,,pass,,canonical_to_marlin,True,0.5633021917459957,
prefill,model.layers.2.self_attn.qkv_proj,2,qkv_proj,32768,12288,4096,dense_bf16,True,16.19034192308412,predicted,,pass,,,True,0.0,
prefill,model.layers.2.self_attn.qkv_proj,2,qkv_proj,32768,12288,4096,dense_nvfp4,True,7.279230809969526,predicted,,pass,,canonical_to_cutlass,True,0.03610966438594391,
prefill,model.layers.2.self_attn.qkv_proj,2,qkv_proj,32768,12288,4096,sparse_bf16,True,7.214887617485135,predicted,,pass,,,True,0.0,
prefill,model.layers.2.self_attn.qkv_proj,2,qkv_proj,32768,12288,4096,sparse_nvfp4,True,6.405188033101481,predicted,,pass,,,True,0.0,
prefill,model.layers.2.self_attn.qkv_proj,2,qkv_proj,32768,12288,4096,marlin_nvfp4,True,16.425022275359552,predicted,,pass,,canonical_to_marlin,True,0.5762329692037943,
prefill,model.layers.2.self_attn.o_proj,2,o_proj,32768,4096,4096,dense_bf16,True,5.440891276787584,predicted,,pass,,,True,0.0,
prefill,model.layers.2.self_attn.o_proj,2,o_proj,32768,4096,4096,dense_nvfp4,True,3.248931980415928,predicted,,pass,,canonical_to_cutlass,True,0.0354415,
prefill,model.layers.2.self_attn.o_proj,2,o_proj,32768,4096,4096,sparse_bf16,True,2.4142079497247098,predicted,,pass,,,True,0.0,
prefill,model.layers.2.self_attn.o_proj,2,o_proj,32768,4096,4096,sparse_nvfp4,True,3.054492180898791,predicted,,pass,,,True,0.0,
prefill,model.layers.2.self_attn.o_proj,2,o_proj,32768,4096,4096,marlin_nvfp4,True,5.462277240192552,predicted,,pass,,canonical_to_marlin,True,0.4501215,
prefill,model.layers.2.mlp.gate_up_proj,2,gate_up_proj,32768,22016,4096,dense_bf16,True,29.15793333692407,predicted,,pass,,,True,0.0,
prefill,model.layers.2.mlp.gate_up_proj,2,gate_up_proj,32768,22016,4096,dense_nvfp4,True,10.814359942784336,predicted,,pass,,canonical_to_cutlass,True,0.03736344856629997,
prefill,model.layers.2.mlp.gate_up_proj,2,gate_up_proj,32768,22016,4096,sparse_bf16,True,12.840345826855177,predicted,,pass,,,True,0.0,
prefill,model.layers.2.mlp.gate_up_proj,2,gate_up_proj,32768,22016,4096,sparse_nvfp4,True,8.502595790121017,predicted,,pass,,,True,0.0,
prefill,model.layers.2.mlp.gate_up_proj,2,gate_up_proj,32768,22016,4096,marlin_nvfp4,True,30.535257844484484,predicted,,pass,,canonical_to_marlin,True,0.6622379971698236,
prefill,model.layers.2.mlp.down_proj,2,down_proj,32768,4096,11008,dense_bf16,True,14.508500337968448,predicted,,pass,,,True,0.0,
prefill,model.layers.2.mlp.down_proj,2,down_proj,32768,4096,11008,dense_nvfp4,True,8.76600326542175,predicted,,pass,,canonical_to_cutlass,True,0.03614600731491637,
prefill,model.layers.2.mlp.down_proj,2,down_proj,32768,4096,11008,sparse_bf16,True,6.54449617500495,predicted,,pass,,,True,0.0,
prefill,model.layers.2.mlp.down_proj,2,down_proj,32768,4096,11008,sparse_nvfp4,True,8.495926835965953,predicted,,pass,,,True,0.0,
prefill,model.layers.2.mlp.down_proj,2,down_proj,32768,4096,11008,marlin_nvfp4,True,15.0471715399867,predicted,,pass,,canonical_to_marlin,True,0.5633021917459957,
prefill,model.layers.3.self_attn.qkv_proj,3,qkv_proj,32768,12288,4096,dense_bf16,True,16.19034192308412,predicted,,pass,,,True,0.0,
prefill,model.layers.3.self_attn.qkv_proj,3,qkv_proj,32768,12288,4096,dense_nvfp4,True,7.279230809969526,predicted,,pass,,canonical_to_cutlass,True,0.03610966438594391,
prefill,model.layers.3.self_attn.qkv_proj,3,qkv_proj,32768,12288,4096,sparse_bf16,True,7.214887617485135,predicted,,pass,,,True,0.0,
prefill,model.layers.3.self_attn.qkv_proj,3,qkv_proj,32768,12288,4096,sparse_nvfp4,True,6.405188033101481,predicted,,pass,,,True,0.0,
prefill,model.layers.3.self_attn.qkv_proj,3,qkv_proj,32768,12288,4096,marlin_nvfp4,True,16.425022275359552,predicted,,pass,,canonical_to_marlin,True,0.5762329692037943,
prefill,model.layers.3.self_attn.o_proj,3,o_proj,32768,4096,4096,dense_bf16,True,5.440891276787584,predicted,,pass,,,True,0.0,
prefill,model.layers.3.self_attn.o_proj,3,o_proj,32768,4096,4096,dense_nvfp4,True,3.248931980415928,predicted,,pass,,canonical_to_cutlass,True,0.0354415,
prefill,model.layers.3.self_attn.o_proj,3,o_proj,32768,4096,4096,sparse_bf16,True,2.4142079497247098,predicted,,pass,,,True,0.0,
prefill,model.layers.3.self_attn.o_proj,3,o_proj,32768,4096,4096,sparse_nvfp4,True,3.054492180898791,predicted,,pass,,,True,0.0,
prefill,model.layers.3.self_attn.o_proj,3,o_proj,32768,4096,4096,marlin_nvfp4,True,5.462277240192552,predicted,,pass,,canonical_to_marlin,True,0.4501215,
prefill,model.layers.3.mlp.gate_up_proj,3,gate_up_proj,32768,22016,4096,dense_bf16,True,29.15793333692407,predicted,,pass,,,True,0.0,
prefill,model.layers.3.mlp.gate_up_proj,3,gate_up_proj,32768,22016,4096,dense_nvfp4,True,10.814359942784336,predicted,,pass,,canonical_to_cutlass,True,0.03736344856629997,
prefill,model.layers.3.mlp.gate_up_proj,3,gate_up_proj,32768,22016,4096,sparse_bf16,True,12.840345826855177,predicted,,pass,,,True,0.0,
prefill,model.layers.3.mlp.gate_up_proj,3,gate_up_proj,32768,22016,4096,sparse_nvfp4,True,8.502595790121017,predicted,,pass,,,True,0.0,
prefill,model.layers.3.mlp.gate_up_proj,3,gate_up_proj,32768,22016,4096,marlin_nvfp4,True,30.535257844484484,predicted,,pass,,canonical_to_marlin,True,0.6622379971698236,
prefill,model.layers.3.mlp.down_proj,3,down_proj,32768,4096,11008,dense_bf16,True,14.508500337968448,predicted,,pass,,,True,0.0,
prefill,model.layers.3.mlp.down_proj,3,down_proj,32768,4096,11008,dense_nvfp4,True,8.76600326542175,predicted,,pass,,canonical_to_cutlass,True,0.03614600731491637,
prefill,model.layers.3.mlp.down_proj,3,down_proj,32768,4096,11008,sparse_bf16,True,6.54449617500495,predicted,,pass,,,True,0.0,
prefill,model.layers.3.mlp.down_proj,3,down_proj,32768,4096,11008,sparse_nvfp4,True,8.495926835965953,predicted,,pass,,,True,0.0,
prefill,model.layers.3.mlp.down_proj,3,down_proj,32768,4096,11008,marlin_nvfp4,True,15.0471715399867,predicted,,pass,,canonical_to_marlin,True,0.5633021917459957,
prefill,model.layers.4.self_attn.qkv_proj,4,qkv_proj,32768,12288,4096,dense_bf16,True,16.19034192308412,predicted,,pass,,,True,0.0,
prefill,model.layers.4.self_attn.qkv_proj,4,qkv_proj,32768,12288,4096,dense_nvfp4,True,7.279230809969526,predicted,,pass,,canonical_to_cutlass,True,0.03610966438594391,
prefill,model.layers.4.self_attn.qkv_proj,4,qkv_proj,32768,12288,4096,sparse_bf16,True,7.214887617485135,predicted,,pass,,,True,0.0,
prefill,model.layers.4.self_attn.qkv_proj,4,qkv_proj,32768,12288,4096,sparse_nvfp4,True,6.405188033101481,predicted,,pass,,,True,0.0,
prefill,model.layers.4.self_attn.qkv_proj,4,qkv_proj,32768,12288,4096,marlin_nvfp4,True,16.425022275359552,predicted,,pass,,canonical_to_marlin,True,0.5762329692037943,
prefill,model.layers.4.self_attn.o_proj,4,o_proj,32768,4096,4096,dense_bf16,True,5.440891276787584,predicted,,pass,,,True,0.0,
prefill,model.layers.4.self_attn.o_proj,4,o_proj,32768,4096,4096,dense_nvfp4,True,3.248931980415928,predicted,,pass,,canonical_to_cutlass,True,0.0354415,
prefill,model.layers.4.self_attn.o_proj,4,o_proj,32768,4096,4096,sparse_bf16,True,2.4142079497247098,predicted,,pass,,,True,0.0,
prefill,model.layers.4.self_attn.o_proj,4,o_proj,32768,4096,4096,sparse_nvfp4,True,3.054492180898791,predicted,,pass,,,True,0.0,
prefill,model.layers.4.self_attn.o_proj,4,o_proj,32768,4096,4096,marlin_nvfp4,True,5.462277240192552,predicted,,pass,,canonical_to_marlin,True,0.4501215,
