module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.0.self_attn.q_proj,0,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.00013306167377277677
model.layers.0.self_attn.k_proj,0,k_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.00025134788536883425
model.layers.0.self_attn.v_proj,0,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.05529285378218662
model.layers.0.self_attn.o_proj,0,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.02868447297177316
model.layers.1.self_attn.q_proj,1,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.006203345842331108
model.layers.1.self_attn.k_proj,1,k_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.005405059069295135
model.layers.1.self_attn.v_proj,1,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.22243568790932677
model.layers.1.self_attn.o_proj,1,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.3411776539749652
model.layers.2.self_attn.q_proj,2,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.038265322702137027
model.layers.2.self_attn.k_proj,2,k_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.031133803067720213
model.layers.2.mlp.down_proj,2,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-2.819687548165069,0.10898226746956509
model.layers.3.self_attn.q_proj,3,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.1284234661193554
model.layers.3.self_attn.k_proj,3,k_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.09821705771273606
model.layers.3.mlp.down_proj,3,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-2.819687548165069,0.11470216294820376
model.layers.4.self_attn.q_proj,4,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.1345407211116391
model.layers.4.self_attn.k_proj,4,k_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.09313167510141829
model.layers.4.mlp.down_proj,4,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-2.819687548165069,0.1034995980196578
model.layers.5.self_attn.q_proj,5,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.15731457133160537
model.layers.5.self_attn.k_proj,5,k_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.10879023796620516
model.layers.5.mlp.down_proj,5,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-2.819687548165069,0.12105174900057407
model.layers.6.self_attn.k_proj,6,k_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.1638864298280838
model.layers.6.mlp.down_proj,6,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-2.819687548165069,0.12298200363300942
model.layers.7.self_attn.k_proj,7,k_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.17620591900743213
model.layers.7.mlp.down_proj,7,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-2.819687548165069,0.12540010338982205
model.layers.8.self_attn.k_proj,8,k_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.15325417070279537
model.layers.8.mlp.down_proj,8,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-2.819687548165069,0.1150896015401307
model.layers.9.self_attn.k_proj,9,k_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.16377203561285325
model.layers.9.mlp.down_proj,9,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-2.819687548165069,0.11731821370821845
model.layers.10.self_attn.k_proj,10,k_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.17187325564487713
model.layers.10.mlp.down_proj,10,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-2.819687548165069,0.11631088652746635
model.layers.11.mlp.down_proj,11,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-2.819687548165069,0.11840065207800277
model.layers.12.mlp.down_proj,12,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-2.819687548165069,0.11940182170413777
model.layers.13.self_attn.q_proj,13,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.30168622744387
model.layers.13.self_attn.k_proj,13,k_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.21511963718336652
model.layers.14.self_attn.q_proj,14,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.31015632360768164
model.layers.14.self_attn.k_proj,14,k_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.20589485822369707
model.layers.15.self_attn.q_proj,15,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.27420582986916214
model.layers.15.self_attn.k_proj,15,k_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.1999527049895286
model.layers.16.self_attn.q_proj,16,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.28752197081259045
model.layers.16.self_attn.k_proj,16,k_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.19518981604249683
model.layers.17.self_attn.q_proj,17,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.3020009057847568
model.layers.17.self_attn.k_proj,17,k_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.2168177579552316
model.layers.18.self_attn.q_proj,18,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.30549668264433016
model.layers.18.self_attn.k_proj,18,k_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.2354973451418822
model.layers.19.self_attn.q_proj,19,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.3255286924279505
model.layers.19.self_attn.k_proj,19,k_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.22752253870704173
model.layers.20.self_attn.q_proj,20,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.3225769989265001
model.layers.20.self_attn.k_proj,20,k_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.2391707015760079
model.layers.21.self_attn.q_proj,21,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.3510190428039918
model.layers.21.self_attn.k_proj,21,k_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.2622152427241169
