module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.3.mlp.down_proj,3,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.3069093651694697
model.layers.5.mlp.down_proj,5,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.4318785790569477
model.layers.6.mlp.down_proj,6,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.4047019011219124
model.layers.7.mlp.down_proj,7,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.44692570359822
model.layers.8.mlp.down_proj,8,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.333225957110304
model.layers.10.mlp.down_proj,10,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.350735703752791
model.layers.11.mlp.down_proj,11,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.3801833364163358
model.layers.12.mlp.down_proj,12,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.4020710122204678
model.layers.13.mlp.down_proj,13,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.3524857499432095
model.layers.14.mlp.down_proj,14,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.3635443924370212
model.layers.15.mlp.down_proj,15,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.3181453123546183
model.layers.20.mlp.down_proj,20,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.21837737605141
model.layers.21.mlp.down_proj,21,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.2700088353432124
model.layers.22.mlp.down_proj,22,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.3482906481666332
model.layers.23.mlp.down_proj,23,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.4147450592688673
model.layers.24.mlp.down_proj,24,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.716580853605452
model.layers.25.mlp.down_proj,25,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.7006186254132984
model.layers.26.mlp.down_proj,26,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.7324174288866354
model.layers.27.mlp.down_proj,27,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.6660394549319808
model.layers.28.mlp.down_proj,28,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,sparse_bf16,-0.7955641820882509,1.5862191550414992
model.layers.29.self_attn.v_proj,29,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.717893052464276
