module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.2.self_attn.v_proj,2,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.572438101810648
model.layers.2.self_attn.o_proj,2,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.7890948384721158
model.layers.3.self_attn.v_proj,3,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.8754938038167187
model.layers.3.self_attn.o_proj,3,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.5919819817896645
model.layers.4.self_attn.v_proj,4,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.9467076287915875
model.layers.4.self_attn.o_proj,4,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.8468209312739868
model.layers.5.self_attn.o_proj,5,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.9244478816528893
model.layers.6.self_attn.q_proj,6,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.20859847171087248
model.layers.7.self_attn.q_proj,7,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.22797188341679822
model.layers.8.self_attn.q_proj,8,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.2169768201293815
model.layers.8.self_attn.v_proj,8,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.9103632138910849
model.layers.8.self_attn.o_proj,8,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.129559404746291
model.layers.9.self_attn.q_proj,9,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.2411499307367861
model.layers.9.self_attn.v_proj,9,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.961309080843067
model.layers.10.self_attn.q_proj,10,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.2543377514877697
model.layers.10.self_attn.v_proj,10,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.9502240528206046
model.layers.11.self_attn.q_proj,11,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.28029405515157646
model.layers.11.self_attn.k_proj,11,k_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.19173377780005976
model.layers.11.self_attn.v_proj,11,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.0177710710629566
model.layers.12.self_attn.q_proj,12,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.293653030140188
model.layers.12.self_attn.k_proj,12,k_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.20738795963310916
model.layers.12.self_attn.v_proj,12,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.0481134339513907
model.layers.15.self_attn.v_proj,15,v_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.1269170229046208
model.layers.20.self_attn.o_proj,20,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.0047160167270304
model.layers.22.self_attn.o_proj,22,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.0736540053435004
model.layers.23.self_attn.q_proj,23,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.4011119518388036
model.layers.24.self_attn.q_proj,24,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.4543410402123158
model.layers.25.self_attn.q_proj,25,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.5300119610764538
model.layers.25.self_attn.k_proj,25,k_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.4139282855466047
model.layers.25.self_attn.o_proj,25,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.9651960743430298
model.layers.26.self_attn.q_proj,26,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.47658831491226106
model.layers.26.self_attn.o_proj,26,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.1278117789257354
model.layers.27.self_attn.q_proj,27,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.5203916703472864
model.layers.27.self_attn.k_proj,27,k_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.40311574644276305
model.layers.28.self_attn.q_proj,28,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.5173423912704043
model.layers.28.self_attn.k_proj,28,k_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.4027620330574487
model.layers.28.self_attn.o_proj,28,o_proj,attention,dense_bf16,dense_nvfp4_prefill_marlin_decode,-0.0788095000000002,0.10381506244598224
model.layers.29.self_attn.q_proj,29,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.4788185865819351
model.layers.29.self_attn.v_proj,29,v_proj,attention,dense_bf16,dense_nvfp4_prefill_marlin_decode,-0.0788095000000002,0.1373187121980304
model.layers.29.self_attn.o_proj,29,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,1.1215439206066105
model.layers.30.self_attn.q_proj,30,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.4728464739347834
model.layers.30.self_attn.k_proj,30,k_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.3810883292593158
model.layers.30.self_attn.v_proj,30,v_proj,attention,dense_bf16,dense_nvfp4_prefill_marlin_decode,-0.0788095000000002,0.121159627199056
model.layers.30.self_attn.o_proj,30,o_proj,attention,dense_bf16,dense_nvfp4_prefill_marlin_decode,-0.0788095000000002,0.09704904984971476
model.layers.31.self_attn.q_proj,31,q_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.3794301320653482
model.layers.31.self_attn.v_proj,31,v_proj,attention,dense_bf16,dense_nvfp4_prefill_marlin_decode,-0.0788095000000002,0.12435127007055917
model.layers.31.self_attn.o_proj,31,o_proj,attention,dense_bf16,sparse_bf16,-1.183363,0.5695116800941852
