policy_id,sample_kind,method,selected_modules,replaced_modules,loss,loss_delta_vs_dense,ppl,loss_tokens,loss_sum,dense_loss,worker_index,gpu
sparse_bf16_strat_c016_b00_00,stratified_raw_bin_diverse,sparse_bf16,16,16,1.9609133698002466,0.003024914959872005,7.105814338288704,65408,128259.42169189453,1.9578884548403745,0,0
sparse_bf16_strat_c016_b00_01,stratified_raw_bin_diverse,sparse_bf16,16,16,1.9875903918085267,0.029701936968152154,7.297927412951572,65408,130004.31234741211,1.9578884548403745,1,1
sparse_bf16_strat_c016_b00_02,stratified_raw_bin_diverse,sparse_bf16,16,16,1.959390413504524,0.001501958664149372,7.095000730022452,65408,128159.8081665039,1.9578884548403745,2,2
sparse_bf16_strat_c016_b00_03,stratified_raw_bin_diverse,sparse_bf16,16,16,1.9697905659908885,0.011902111150513983,7.169174862072912,65408,128840.06134033203,1.9578884548403745,3,3
sparse_bf16_strat_c016_b00_04,stratified_raw_bin_diverse,sparse_bf16,16,16,1.972863286908592,0.01497483206821748,7.191237614615901,65408,129041.04187011719,1.9578884548403745,0,0
sparse_bf16_strat_c016_b01_00,stratified_raw_bin_diverse,sparse_bf16,16,16,1.9813049334136008,0.023416478573226263,7.252200451828548,65408,129593.1930847168,1.9578884548403745,1,1
sparse_bf16_strat_c016_b01_01,stratified_raw_bin_diverse,sparse_bf16,16,16,1.9715354358613375,0.013646981020962956,7.181695059166511,65408,128954.18978881836,1.9578884548403745,2,2
sparse_bf16_strat_c016_b01_02,stratified_raw_bin_diverse,sparse_bf16,16,16,1.9754302926259497,0.017541837785575165,7.20972127637033,65408,129208.94458007812,1.9578884548403745,3,3
sparse_bf16_strat_c016_b01_03,stratified_raw_bin_diverse,sparse_bf16,16,16,1.962722473181857,0.00483401834148256,7.118681126202701,65408,128377.7515258789,1.9578884548403745,0,0
sparse_bf16_strat_c016_b01_04,stratified_raw_bin_diverse,sparse_bf16,16,16,1.9841778870897984,0.026289432249423816,7.273065645793468,65408,129781.10723876953,1.9578884548403745,1,1
sparse_bf16_strat_c016_b02_00,stratified_raw_bin_diverse,sparse_bf16,16,16,1.9731352819155341,0.015246827075159564,7.193193861373426,65408,129058.83251953125,1.9578884548403745,2,2
sparse_bf16_strat_c016_b02_01,stratified_raw_bin_diverse,sparse_bf16,16,16,1.986844852712523,0.028956397872148543,7.292488550439663,65408,129955.5481262207,1.9578884548403745,3,3
sparse_bf16_strat_c016_b02_02,stratified_raw_bin_diverse,sparse_bf16,16,16,1.9713023684029476,0.013413913562573043,7.180021434793405,65408,128938.9453125,1.9578884548403745,0,0
