batch,elapsed_ms,input_seq,iteration,method,output_seq,phase,scenario,warmup
8,687.5100713223219,2048,0,ours_max_speed,1,ttft,prefill_decode,True
8,674.0098241716623,2048,1,ours_max_speed,1,ttft,prefill_decode,False
8,674.7186742722988,2048,2,ours_max_speed,1,ttft,prefill_decode,False
8,676.853347569704,2048,3,ours_max_speed,1,ttft,prefill_decode,False
8,674.3806637823582,2048,4,ours_max_speed,1,ttft,prefill_decode,False
8,680.0198201090097,2048,5,ours_max_speed,1,ttft,prefill_decode,False
8,2697.155488654971,2048,0,ours_max_speed,64,main,prefill_decode,True
8,2740.536468103528,2048,1,ours_max_speed,64,main,prefill_decode,False
8,2641.5738202631474,2048,2,ours_max_speed,64,main,prefill_decode,False
8,2614.0237767249346,2048,3,ours_max_speed,64,main,prefill_decode,False
8,2629.615155979991,2048,4,ours_max_speed,64,main,prefill_decode,False
8,2692.1684946864843,2048,5,ours_max_speed,64,main,prefill_decode,False
