key,family,policy_name,policy_json,batch_size,predicted_linear_latency_ms,predicted_linear_speedup_vs_dense,predicted_quality_cost,backend_counts,replacement_ratio,count_dense_bf16,count_dense_nvfp4,count_sparse_bf16,count_sparse_nvfp4,parent_point,mutation_rate,suspicious_module_count,actual_batch_size,input_tokens,e2e_prefill_mean_ms,e2e_prefill_p50_ms,e2e_prefill_p90_ms,e2e_prefill_min_ms,e2e_prefill_max_ms,samples_per_sec,global_accuracy,total_right,total_wrong,subset_samples,accuracy_batch_size,calib_samples,replaced_linear_count,skipped_linear_count,backend_counts_runtime,runtime_skipped,warmup,iters
random_random_026,random,random_026,artifacts/debug/025_fakevlm_pareto_search_audit/policies/random/random_026.json,16,934.6820161872437,1.0534905343398233,0.030276366254338258,"{'dense_bf16': 202, 'dense_nvfp4': 9, 'sparse_bf16': 7, 'sparse_nvfp4': 6}",0.1,202,9,7,6,,,,16,1024,1263.083691,1263.110596,1263.358752,1262.334961,1263.613525,12.667411,0.99400000,994,6,1000,8,128,22,0,"{'dense_bf16': 202, 'dense_nvfp4': 9, 'sparse_bf16': 7, 'sparse_nvfp4': 6}",[],3,10
random_random_027,random,random_027,artifacts/debug/025_fakevlm_pareto_search_audit/policies/random/random_027.json,16,880.9263457215327,1.1177763742148163,0.04410650315252475,"{'dense_bf16': 171, 'dense_nvfp4': 21, 'sparse_bf16': 20, 'sparse_nvfp4': 12}",0.2,171,21,20,12,,,,16,1024,1225.865674,1226.010864,1226.439319,1224.416748,1226.764404,13.052001,0.99500000,995,5,1000,8,128,53,0,"{'dense_bf16': 171, 'dense_nvfp4': 21, 'sparse_bf16': 20, 'sparse_nvfp4': 12}",[],3,10
random_random_028,random,random_028,artifacts/debug/025_fakevlm_pareto_search_audit/policies/random/random_028.json,16,840.0403244621502,1.1721802251592857,0.12097913654388483,"{'dense_bf16': 146, 'dense_nvfp4': 24, 'sparse_bf16': 30, 'sparse_nvfp4': 24}",0.35,146,24,30,24,,,,16,1024,1171.389319,1171.282715,1171.960132,1170.598022,1172.048462,13.658994,0.99300000,993,7,1000,8,128,78,0,"{'dense_bf16': 146, 'dense_nvfp4': 24, 'sparse_bf16': 30, 'sparse_nvfp4': 24}",[],3,10
random_random_029,random,random_029,artifacts/debug/025_fakevlm_pareto_search_audit/policies/random/random_029.json,16,789.4338966212364,1.247322493859626,0.15249003990618432,"{'dense_bf16': 118, 'dense_nvfp4': 30, 'sparse_bf16': 40, 'sparse_nvfp4': 36}",0.5,118,30,40,36,,,,16,1024,1136.281531,1136.349976,1136.974255,1134.574585,1137.845581,14.081017,0.99100000,991,9,1000,8,128,106,0,"{'dense_bf16': 118, 'dense_nvfp4': 30, 'sparse_bf16': 40, 'sparse_nvfp4': 36}",[],3,10
random_random_030,random,random_030,artifacts/debug/025_fakevlm_pareto_search_audit/policies/random/random_030.json,16,689.5687981570251,1.4279628940616549,0.20338572748097272,"{'dense_bf16': 75, 'dense_nvfp4': 45, 'sparse_bf16': 54, 'sparse_nvfp4': 50}",0.65,75,45,54,50,,,,16,1024,1039.234668,1039.229431,1039.497290,1038.961792,1039.705811,15.395945,0.98800000,988,12,1000,8,128,149,0,"{'dense_bf16': 75, 'dense_nvfp4': 45, 'sparse_bf16': 54, 'sparse_nvfp4': 50}",[],3,10
reference_024_batch_16_point_000,reference_024,batch_16_point_000,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/reference_024/batch_16_point_000.json,16,984.6786566709227,1.0,0.0,"{'dense_bf16': 224, 'dense_nvfp4': 0, 'sparse_bf16': 0, 'sparse_nvfp4': 0}",,224,0,0,0,0,,,16,1024,1312.283533,1310.835693,1318.719006,1307.169922,1319.665039,12.192487,0.99300000,993,7,1000,8,128,0,0,{'dense_bf16': 224},[],3,10
reference_024_batch_16_point_004,reference_024,batch_16_point_004,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/reference_024/batch_16_point_004.json,16,968.9535206588902,1.0162289889832274,0.00018781177416607418,"{'dense_bf16': 220, 'dense_nvfp4': 4, 'sparse_bf16': 0, 'sparse_nvfp4': 0}",,220,4,0,0,4,,,16,1024,1291.357227,1291.365967,1291.932349,1289.830078,1292.280396,12.390065,0.99300000,993,7,1000,8,128,4,0,"{'dense_bf16': 220, 'dense_nvfp4': 4}",[],3,10
reference_024_batch_16_point_008,reference_024,batch_16_point_008,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/reference_024/batch_16_point_008.json,16,941.4345326378333,1.0459342870203863,0.0009660923416600694,"{'dense_bf16': 213, 'dense_nvfp4': 11, 'sparse_bf16': 0, 'sparse_nvfp4': 0}",,213,11,0,0,8,,,16,1024,1282.053137,1282.287231,1282.692505,1281.094360,1282.768311,12.479982,0.99400000,994,6,1000,8,128,11,0,"{'dense_bf16': 213, 'dense_nvfp4': 11}",[],3,10
reference_024_batch_16_point_011,reference_024,batch_16_point_011,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/reference_024/batch_16_point_011.json,16,894.2591246017357,1.1011111092765824,0.0024050409106073796,"{'dense_bf16': 201, 'dense_nvfp4': 23, 'sparse_bf16': 0, 'sparse_nvfp4': 0}",,201,23,0,0,11,,,16,1024,1220.815833,1220.436401,1222.721802,1218.544189,1223.331543,13.105990,0.99300000,993,7,1000,8,128,23,0,"{'dense_bf16': 201, 'dense_nvfp4': 23}",[],3,10
reference_024_batch_16_point_015,reference_024,batch_16_point_015,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/reference_024/batch_16_point_015.json,16,752.732900493443,1.3081381935417344,0.00628876239394728,"{'dense_bf16': 165, 'dense_nvfp4': 59, 'sparse_bf16': 0, 'sparse_nvfp4': 0}",,165,59,0,0,15,,,16,1024,1091.840649,1091.911377,1092.545557,1090.930054,1092.713867,14.654153,0.99400000,994,6,1000,8,128,59,0,"{'dense_bf16': 165, 'dense_nvfp4': 59}",[],3,10
reference_024_batch_16_point_018,reference_024,batch_16_point_018,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/reference_024/batch_16_point_018.json,16,587.8043501102961,1.6751809619751141,0.023050280472202304,"{'dense_bf16': 103, 'dense_nvfp4': 64, 'sparse_bf16': 57, 'sparse_nvfp4': 0}",,103,64,57,0,18,,,16,1024,949.959863,949.911346,950.200513,949.685730,950.339600,16.842817,0.99200000,992,8,1000,8,128,121,0,"{'dense_bf16': 103, 'dense_nvfp4': 64, 'sparse_bf16': 57}",[],3,10
reference_024_batch_16_point_019,reference_024,batch_16_point_019,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/reference_024/batch_16_point_019.json,16,548.7533711102961,1.7943919955855874,0.03181368247727924,"{'dense_bf16': 70, 'dense_nvfp4': 64, 'sparse_bf16': 90, 'sparse_nvfp4': 0}",,70,64,90,0,19,,,16,1024,914.972687,914.994385,915.141260,914.755615,915.188171,17.486861,0.99300000,993,7,1000,8,128,154,0,"{'dense_bf16': 70, 'dense_nvfp4': 64, 'sparse_bf16': 90}",[],3,10
reference_024_batch_16_point_020,reference_024,batch_16_point_020,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/reference_024/batch_16_point_020.json,16,500.23548811029616,1.9684302295118503,0.04213744969764091,"{'dense_bf16': 29, 'dense_nvfp4': 64, 'sparse_bf16': 131, 'sparse_nvfp4': 0}",,29,64,131,0,20,,,16,1024,864.053986,864.065521,864.329883,863.671753,864.348999,18.517361,0.98800000,988,12,1000,8,128,195,0,"{'dense_bf16': 29, 'dense_nvfp4': 64, 'sparse_bf16': 131}",[],3,10
reference_024_batch_16_point_021,reference_024,batch_16_point_021,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/reference_024/batch_16_point_021.json,16,460.51542625826414,2.138209928539288,0.06277628470124316,"{'dense_bf16': 0, 'dense_nvfp4': 53, 'sparse_bf16': 160, 'sparse_nvfp4': 11}",,0,53,160,11,21,,,16,1024,829.440594,829.443939,829.581476,829.114502,829.747314,19.290110,0.98800000,988,12,1000,8,128,224,0,"{'dense_nvfp4': 53, 'sparse_bf16': 160, 'sparse_nvfp4': 11}",[],3,10
reference_024_batch_16_point_022,reference_024,batch_16_point_022,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/reference_024/batch_16_point_022.json,16,451.1837751502089,2.182433657644497,0.09983027723115029,"{'dense_bf16': 0, 'dense_nvfp4': 34, 'sparse_bf16': 160, 'sparse_nvfp4': 30}",,0,34,160,30,22,,,16,1024,820.230273,820.201324,820.330762,820.112305,820.481934,19.506717,0.93300000,933,67,1000,8,128,224,0,"{'dense_nvfp4': 34, 'sparse_bf16': 160, 'sparse_nvfp4': 30}",[],3,10
reference_024_batch_16_point_025,reference_024,batch_16_point_025,/root/wja/project/my/cospaq/fake/artifacts/debug/025_fakevlm_pareto_search_audit/policies/reference_024/batch_16_point_025.json,16,434.48503106211,2.266312039022035,0.23572979522396667,"{'dense_bf16': 0, 'dense_nvfp4': 0, 'sparse_bf16': 160, 'sparse_nvfp4': 64}",,0,0,160,64,25,,,16,1024,798.908258,798.871094,799.089960,798.716492,799.200867,20.027331,0.92700000,927,73,1000,8,128,224,0,"{'sparse_bf16': 160, 'sparse_nvfp4': 64}",[],3,10
suspicious_suspicious_001,suspicious,suspicious_001,artifacts/debug/025_fakevlm_pareto_search_audit/policies/suspicious/suspicious_001.json,16,612.4228342614355,1.607841186814037,0.027819344082174523,"{'dense_bf16': 104, 'dense_nvfp4': 56, 'sparse_bf16': 59, 'sparse_nvfp4': 5}",,104,56,59,5,18,,32,16,1024,979.536786,979.637726,980.220050,978.459656,980.455322,16.334251,0.99000000,990,10,1000,8,128,120,0,"{'dense_bf16': 104, 'dense_nvfp4': 56, 'sparse_bf16': 59, 'sparse_nvfp4': 5}",[],3,10
suspicious_suspicious_002,suspicious,suspicious_002,artifacts/debug/025_fakevlm_pareto_search_audit/policies/suspicious/suspicious_002.json,16,610.8057838865462,1.6120977938444363,0.03640072717776429,"{'dense_bf16': 103, 'dense_nvfp4': 53, 'sparse_bf16': 59, 'sparse_nvfp4': 9}",,103,53,59,9,18,,32,16,1024,967.093280,967.081604,967.216736,966.925842,967.265625,16.544423,0.96100000,961,39,1000,8,128,121,0,"{'dense_bf16': 103, 'dense_nvfp4': 53, 'sparse_bf16': 59, 'sparse_nvfp4': 9}",[],3,10
suspicious_suspicious_003,suspicious,suspicious_003,artifacts/debug/025_fakevlm_pareto_search_audit/policies/suspicious/suspicious_003.json,16,605.3060968674904,1.6267449836813423,0.032269052848244696,"{'dense_bf16': 101, 'dense_nvfp4': 57, 'sparse_bf16': 60, 'sparse_nvfp4': 6}",,101,57,60,6,18,,32,16,1024,973.946173,973.952637,974.115228,973.675232,974.251953,16.428013,0.99300000,993,7,1000,8,128,123,0,"{'dense_bf16': 101, 'dense_nvfp4': 57, 'sparse_bf16': 60, 'sparse_nvfp4': 6}",[],3,10
suspicious_suspicious_004,suspicious,suspicious_004,artifacts/debug/025_fakevlm_pareto_search_audit/policies/suspicious/suspicious_004.json,16,614.216662143441,1.6031454653715758,0.029160221799566767,"{'dense_bf16': 103, 'dense_nvfp4': 55, 'sparse_bf16': 60, 'sparse_nvfp4': 6}",,103,55,60,6,18,,32,16,1024,992.158972,992.119324,992.431714,991.850159,992.480713,16.126448,0.99300000,993,7,1000,8,128,121,0,"{'dense_bf16': 103, 'dense_nvfp4': 55, 'sparse_bf16': 60, 'sparse_nvfp4': 6}",[],3,10
suspicious_suspicious_005,suspicious,suspicious_005,artifacts/debug/025_fakevlm_pareto_search_audit/policies/suspicious/suspicious_005.json,16,610.7753658393652,1.61217808009941,0.02666607372140515,"{'dense_bf16': 104, 'dense_nvfp4': 55, 'sparse_bf16': 62, 'sparse_nvfp4': 3}",,104,55,62,3,18,,32,16,1024,977.476654,977.398926,978.423151,976.455750,978.570312,16.368677,0.98200000,982,18,1000,8,128,120,0,"{'dense_bf16': 104, 'dense_nvfp4': 55, 'sparse_bf16': 62, 'sparse_nvfp4': 3}",[],3,10
suspicious_suspicious_006,suspicious,suspicious_006,artifacts/debug/025_fakevlm_pareto_search_audit/policies/suspicious/suspicious_006.json,16,475.017329581639,2.072932070790252,0.2137047984172007,"{'dense_bf16': 9, 'dense_nvfp4': 11, 'sparse_bf16': 149, 'sparse_nvfp4': 55}",,9,11,149,55,25,,32,16,1024,842.837689,842.786316,843.083765,842.630371,843.252625,18.983489,0.96900000,969,31,1000,8,128,215,0,"{'dense_bf16': 9, 'dense_nvfp4': 11, 'sparse_bf16': 149, 'sparse_nvfp4': 55}",[],3,10
suspicious_suspicious_007,suspicious,suspicious_007,artifacts/debug/025_fakevlm_pareto_search_audit/policies/suspicious/suspicious_007.json,16,466.8077655140339,2.109387909574781,0.2183127957176433,"{'dense_bf16': 6, 'dense_nvfp4': 8, 'sparse_bf16': 151, 'sparse_nvfp4': 59}",,6,8,151,59,25,,32,16,1024,836.083356,836.102020,836.369183,835.710571,836.415710,19.136848,0.98100000,981,19,1000,8,128,218,0,"{'dense_bf16': 6, 'dense_nvfp4': 8, 'sparse_bf16': 151, 'sparse_nvfp4': 59}",[],3,10
suspicious_suspicious_008,suspicious,suspicious_008,artifacts/debug/025_fakevlm_pareto_search_audit/policies/suspicious/suspicious_008.json,16,475.324811578536,2.071591115559151,0.21360217031719353,"{'dense_bf16': 8, 'dense_nvfp4': 5, 'sparse_bf16': 155, 'sparse_nvfp4': 56}",,8,5,155,56,25,,32,16,1024,839.036017,838.962402,839.280933,838.861877,839.590088,19.069503,0.88900000,889,111,1000,8,128,216,0,"{'dense_bf16': 8, 'dense_nvfp4': 5, 'sparse_bf16': 155, 'sparse_nvfp4': 56}",[],3,10
suspicious_suspicious_009,suspicious,suspicious_009,artifacts/debug/025_fakevlm_pareto_search_audit/policies/suspicious/suspicious_009.json,16,486.66592287849005,2.0233154005253327,0.2136666576883369,"{'dense_bf16': 16, 'dense_nvfp4': 4, 'sparse_bf16': 149, 'sparse_nvfp4': 55}",,16,4,149,55,25,,32,16,1024,843.675061,843.696503,843.790094,843.495605,843.924072,18.964647,0.95100000,951,49,1000,8,128,208,0,"{'dense_bf16': 16, 'dense_nvfp4': 4, 'sparse_bf16': 149, 'sparse_nvfp4': 55}",[],3,10
suspicious_suspicious_010,suspicious,suspicious_010,artifacts/debug/025_fakevlm_pareto_search_audit/policies/suspicious/suspicious_010.json,16,478.915240264415,2.0560603920795453,0.21535576591502936,"{'dense_bf16': 9, 'dense_nvfp4': 5, 'sparse_bf16': 154, 'sparse_nvfp4': 56}",,9,5,154,56,25,,32,16,1024,846.281146,846.283051,846.395966,846.104675,846.476440,18.906247,0.89800000,898,102,1000,8,128,215,0,"{'dense_bf16': 9, 'dense_nvfp4': 5, 'sparse_bf16': 154, 'sparse_nvfp4': 56}",[],3,10
