batch,elapsed_ms,input_seq,iteration,method,output_seq,phase,scenario,warmup
8,1254.170285537839,2048,0,ours_max_speed,1,ttft,prefill_decode,True
8,1253.5343412309885,2048,1,ours_max_speed,1,ttft,prefill_decode,False
8,1253.040675073862,2048,2,ours_max_speed,1,ttft,prefill_decode,False
8,1254.0054582059383,2048,3,ours_max_speed,1,ttft,prefill_decode,False
8,1252.3399889469147,2048,4,ours_max_speed,1,ttft,prefill_decode,False
8,1251.94488838315,2048,5,ours_max_speed,1,ttft,prefill_decode,False
8,2254.5948438346386,2048,0,ours_max_speed,64,main,prefill_decode,True
8,2254.2205415666103,2048,1,ours_max_speed,64,main,prefill_decode,False
8,2262.0676644146442,2048,2,ours_max_speed,64,main,prefill_decode,False
8,2272.6657558232546,2048,3,ours_max_speed,64,main,prefill_decode,False
8,2260.2978460490704,2048,4,ours_max_speed,64,main,prefill_decode,False
8,2268.372740596533,2048,5,ours_max_speed,64,main,prefill_decode,False
