batch,elapsed_ms,input_seq,iteration,method,output_seq,phase,scenario,warmup
8,992.2201801091433,2048,0,ours_max_speed,1,ttft,prefill_decode,True
8,796.5925727039576,2048,1,ours_max_speed,1,ttft,prefill_decode,False
8,1015.527181327343,2048,2,ours_max_speed,1,ttft,prefill_decode,False
8,815.6302738934755,2048,3,ours_max_speed,1,ttft,prefill_decode,False
8,916.8825428932905,2048,4,ours_max_speed,1,ttft,prefill_decode,False
8,821.6358833014965,2048,5,ours_max_speed,1,ttft,prefill_decode,False
8,1843.19787658751,2048,0,ours_max_speed,64,main,prefill_decode,True
8,1729.8990860581398,2048,1,ours_max_speed,64,main,prefill_decode,False
8,1712.6062773168087,2048,2,ours_max_speed,64,main,prefill_decode,False
8,1754.6145785599947,2048,3,ours_max_speed,64,main,prefill_decode,False
8,1741.9374361634254,2048,4,ours_max_speed,64,main,prefill_decode,False
8,1745.066961273551,2048,5,ours_max_speed,64,main,prefill_decode,False
