module_index,module_name,layer,module_type,prefill_method,decode_method,quality_cost,latency_ms,prefill_runtime,decode_runtime
15,model.layers.3.mlp.down_proj,3,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
16,model.layers.4.self_attn.qkv_proj,4,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
17,model.layers.4.self_attn.o_proj,4,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
18,model.layers.4.mlp.gate_up_proj,4,gate_up_proj,dense_bf16,dense_bf16,0.0,14.083738170503016,dense_bf16,dense_bf16
19,model.layers.4.mlp.down_proj,4,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
20,model.layers.5.self_attn.qkv_proj,5,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
21,model.layers.5.self_attn.o_proj,5,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
22,model.layers.5.mlp.gate_up_proj,5,gate_up_proj,dense_bf16,dense_bf16,0.0,14.083738170503016,dense_bf16,dense_bf16
23,model.layers.5.mlp.down_proj,5,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
24,model.layers.6.self_attn.qkv_proj,6,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
25,model.layers.6.self_attn.o_proj,6,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
26,model.layers.6.mlp.gate_up_proj,6,gate_up_proj,dense_bf16,dense_bf16,0.0,14.083738170503016,dense_bf16,dense_bf16
27,model.layers.6.mlp.down_proj,6,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
28,model.layers.7.self_attn.qkv_proj,7,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
29,model.layers.7.self_attn.o_proj,7,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
30,model.layers.7.mlp.gate_up_proj,7,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0007248513249618001,4.8661182278672515,dense_nvfp4,dense_nvfp4
31,model.layers.7.mlp.down_proj,7,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
32,model.layers.8.self_attn.qkv_proj,8,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
33,model.layers.8.self_attn.o_proj,8,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
34,model.layers.8.mlp.gate_up_proj,8,gate_up_proj,dense_nvfp4,dense_nvfp4,0.000635274339838321,4.8661182278672515,dense_nvfp4,dense_nvfp4
35,model.layers.8.mlp.down_proj,8,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
36,model.layers.9.self_attn.qkv_proj,9,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
37,model.layers.9.self_attn.o_proj,9,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
38,model.layers.9.mlp.gate_up_proj,9,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0006205892173023006,4.8661182278672515,dense_nvfp4,dense_nvfp4
39,model.layers.9.mlp.down_proj,9,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
40,model.layers.10.self_attn.qkv_proj,10,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
41,model.layers.10.self_attn.o_proj,10,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
42,model.layers.10.mlp.gate_up_proj,10,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0006045036473628131,4.8661182278672515,dense_nvfp4,dense_nvfp4
43,model.layers.10.mlp.down_proj,10,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
44,model.layers.11.self_attn.qkv_proj,11,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
45,model.layers.11.self_attn.o_proj,11,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
46,model.layers.11.mlp.gate_up_proj,11,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0006172599730559304,4.8661182278672515,dense_nvfp4,dense_nvfp4
47,model.layers.11.mlp.down_proj,11,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
48,model.layers.12.self_attn.qkv_proj,12,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
49,model.layers.12.self_attn.o_proj,12,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
50,model.layers.12.mlp.gate_up_proj,12,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0006324552319680757,4.8661182278672515,dense_nvfp4,dense_nvfp4
51,model.layers.12.mlp.down_proj,12,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
52,model.layers.13.self_attn.qkv_proj,13,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
53,model.layers.13.self_attn.o_proj,13,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
54,model.layers.13.mlp.gate_up_proj,13,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0006166082845344264,4.8661182278672515,dense_nvfp4,dense_nvfp4
55,model.layers.13.mlp.down_proj,13,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
56,model.layers.14.self_attn.qkv_proj,14,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
57,model.layers.14.self_attn.o_proj,14,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
58,model.layers.14.mlp.gate_up_proj,14,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0006269008300859388,4.8661182278672515,dense_nvfp4,dense_nvfp4
59,model.layers.14.mlp.down_proj,14,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
60,model.layers.15.self_attn.qkv_proj,15,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
61,model.layers.15.self_attn.o_proj,15,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
62,model.layers.15.mlp.gate_up_proj,15,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0006227416304616,4.8661182278672515,dense_nvfp4,dense_nvfp4
63,model.layers.15.mlp.down_proj,15,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
64,model.layers.16.self_attn.qkv_proj,16,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
65,model.layers.16.self_attn.o_proj,16,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
66,model.layers.16.mlp.gate_up_proj,16,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0006046894302488805,4.8661182278672515,dense_nvfp4,dense_nvfp4
67,model.layers.16.mlp.down_proj,16,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
68,model.layers.17.self_attn.qkv_proj,17,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
69,model.layers.17.self_attn.o_proj,17,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
70,model.layers.17.mlp.gate_up_proj,17,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0006532041642180194,4.8661182278672515,dense_nvfp4,dense_nvfp4
71,model.layers.17.mlp.down_proj,17,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
72,model.layers.18.self_attn.qkv_proj,18,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
73,model.layers.18.self_attn.o_proj,18,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
74,model.layers.18.mlp.gate_up_proj,18,gate_up_proj,dense_bf16,dense_bf16,0.0,14.083738170503016,dense_bf16,dense_bf16
75,model.layers.18.mlp.down_proj,18,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
76,model.layers.19.self_attn.qkv_proj,19,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
77,model.layers.19.self_attn.o_proj,19,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
78,model.layers.19.mlp.gate_up_proj,19,gate_up_proj,dense_bf16,dense_bf16,0.0,14.083738170503016,dense_bf16,dense_bf16
79,model.layers.19.mlp.down_proj,19,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
80,model.layers.20.self_attn.qkv_proj,20,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
81,model.layers.20.self_attn.o_proj,20,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
82,model.layers.20.mlp.gate_up_proj,20,gate_up_proj,dense_bf16,dense_bf16,0.0,14.083738170503016,dense_bf16,dense_bf16
83,model.layers.20.mlp.down_proj,20,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
84,model.layers.21.self_attn.qkv_proj,21,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
85,model.layers.21.self_attn.o_proj,21,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
86,model.layers.21.mlp.gate_up_proj,21,gate_up_proj,dense_bf16,dense_bf16,0.0,14.083738170503016,dense_bf16,dense_bf16
87,model.layers.21.mlp.down_proj,21,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
88,model.layers.22.self_attn.qkv_proj,22,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
89,model.layers.22.self_attn.o_proj,22,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
90,model.layers.22.mlp.gate_up_proj,22,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0007733522587291379,4.8661182278672515,dense_nvfp4,dense_nvfp4
91,model.layers.22.mlp.down_proj,22,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
92,model.layers.23.self_attn.qkv_proj,23,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
93,model.layers.23.self_attn.o_proj,23,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
94,model.layers.23.mlp.gate_up_proj,23,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0008244093765655577,4.8661182278672515,dense_nvfp4,dense_nvfp4
95,model.layers.23.mlp.down_proj,23,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
96,model.layers.24.self_attn.qkv_proj,24,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
97,model.layers.24.self_attn.o_proj,24,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
98,model.layers.24.mlp.gate_up_proj,24,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0008658455295450153,4.8661182278672515,dense_nvfp4,dense_nvfp4
99,model.layers.24.mlp.down_proj,24,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
100,model.layers.25.self_attn.qkv_proj,25,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
101,model.layers.25.self_attn.o_proj,25,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
102,model.layers.25.mlp.gate_up_proj,25,gate_up_proj,dense_nvfp4,dense_nvfp4,0.000874664053855744,4.8661182278672515,dense_nvfp4,dense_nvfp4
103,model.layers.25.mlp.down_proj,25,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
104,model.layers.26.self_attn.qkv_proj,26,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
105,model.layers.26.self_attn.o_proj,26,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
106,model.layers.26.mlp.gate_up_proj,26,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0008315783115632246,4.8661182278672515,dense_nvfp4,dense_nvfp4
107,model.layers.26.mlp.down_proj,26,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
108,model.layers.27.self_attn.qkv_proj,27,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
109,model.layers.27.self_attn.o_proj,27,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
110,model.layers.27.mlp.gate_up_proj,27,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0007762916497584872,4.8661182278672515,dense_nvfp4,dense_nvfp4
111,model.layers.27.mlp.down_proj,27,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
112,model.layers.28.self_attn.qkv_proj,28,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
113,model.layers.28.self_attn.o_proj,28,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
114,model.layers.28.mlp.gate_up_proj,28,gate_up_proj,dense_nvfp4,dense_nvfp4,0.000703037118128413,4.8661182278672515,dense_nvfp4,dense_nvfp4
115,model.layers.28.mlp.down_proj,28,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
116,model.layers.29.self_attn.qkv_proj,29,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
117,model.layers.29.self_attn.o_proj,29,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
118,model.layers.29.mlp.gate_up_proj,29,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0006177478350331463,4.8661182278672515,dense_nvfp4,dense_nvfp4
119,model.layers.29.mlp.down_proj,29,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
120,model.layers.30.self_attn.qkv_proj,30,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
121,model.layers.30.self_attn.o_proj,30,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
122,model.layers.30.mlp.gate_up_proj,30,gate_up_proj,dense_nvfp4,dense_nvfp4,0.00041703569233713744,4.8661182278672515,dense_nvfp4,dense_nvfp4
123,model.layers.30.mlp.down_proj,30,down_proj,sparse_bf16,sparse_bf16,0.00029431484204271746,3.4039856523906575,sparse_bf16,sparse_bf16
124,model.layers.31.self_attn.qkv_proj,31,qkv_proj,dense_bf16,dense_bf16,0.0,7.8391634750771,dense_bf16,dense_bf16
125,model.layers.31.self_attn.o_proj,31,o_proj,dense_bf16,dense_bf16,0.0,2.441358,dense_bf16,dense_bf16
126,model.layers.31.mlp.gate_up_proj,31,gate_up_proj,dense_nvfp4,dense_nvfp4,0.0002573782260224229,4.8661182278672515,dense_nvfp4,dense_nvfp4
127,model.layers.31.mlp.down_proj,31,down_proj,dense_bf16,dense_bf16,0.0,7.019237382643977,dense_bf16,dense_bf16
