batch,elapsed_ms,input_seq,iteration,method,output_seq,phase,scenario,warmup
8,755.3009316325188,2048,0,ours_max_speed,1,ttft,prefill_decode,True
8,752.5948900729418,2048,1,ours_max_speed,1,ttft,prefill_decode,False
8,757.578918710351,2048,2,ours_max_speed,1,ttft,prefill_decode,False
8,756.2241777777672,2048,3,ours_max_speed,1,ttft,prefill_decode,False
8,753.0325651168823,2048,4,ours_max_speed,1,ttft,prefill_decode,False
8,753.192599862814,2048,5,ours_max_speed,1,ttft,prefill_decode,False
8,1941.253911703825,2048,0,ours_max_speed,64,main,prefill_decode,True
8,1937.840823084116,2048,1,ours_max_speed,64,main,prefill_decode,False
8,1935.2705609053373,2048,2,ours_max_speed,64,main,prefill_decode,False
8,1937.578434124589,2048,3,ours_max_speed,64,main,prefill_decode,False
8,1932.6538294553757,2048,4,ours_max_speed,64,main,prefill_decode,False
8,1951.0694071650505,2048,5,ours_max_speed,64,main,prefill_decode,False
