candidate,prefill_backend,decode_backend,supported,reason,prefill_ms,decode_ms,total_ms,weighted_total_ms,online_conversion_ms,model,scenario,linear_group,n,k,count
dense_bf16,dense_bf16,dense_bf16,True,,6.502009630203247,0.0,6.502009630203247,208.0643081665039,0.0,Llama-2-7B,prefill_only,mlp.down_proj,4096,11008,32
sparse_bf16,sparse_bf16,sparse_bf16,True,,7.690924882888794,0.0,7.690924882888794,246.1095962524414,0.0,Llama-2-7B,prefill_only,mlp.down_proj,4096,11008,32
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,5.2423424243927,0.0,5.2423424243927,167.7549575805664,0.0,Llama-2-7B,prefill_only,mlp.down_proj,4096,11008,32
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,4.881471967697143,0.0,4.881471967697143,156.20710296630858,0.0,Llama-2-7B,prefill_only,mlp.down_proj,4096,11008,32
marlin_nvfp4,marlin_nvfp4,marlin_nvfp4,True,,6.242054414749146,0.0,6.242054414749146,199.74574127197266,0.0,Llama-2-7B,prefill_only,mlp.down_proj,4096,11008,32
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,5.17739520072937,0.0,5.17739520072937,165.67664642333983,0.0,Llama-2-7B,prefill_only,mlp.down_proj,4096,11008,32
dense_bf16,dense_bf16,dense_bf16,True,,6.1962655544281,0.0,6.1962655544281,198.2804977416992,0.0,Llama-2-7B,prefill_only,mlp.gate_proj,11008,4096,32
sparse_bf16,sparse_bf16,sparse_bf16,True,,6.837184000015259,0.0,6.837184000015259,218.78988800048828,0.0,Llama-2-7B,prefill_only,mlp.gate_proj,11008,4096,32
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,2.8139359951019287,0.0,2.8139359951019287,90.04595184326172,0.0,Llama-2-7B,prefill_only,mlp.gate_proj,11008,4096,32
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,2.3603935480117797,0.0,2.3603935480117797,75.53259353637695,0.0,Llama-2-7B,prefill_only,mlp.gate_proj,11008,4096,32
marlin_nvfp4,marlin_nvfp4,marlin_nvfp4,True,,6.48606390953064,0.0,6.48606390953064,207.55404510498047,0.0,Llama-2-7B,prefill_only,mlp.gate_proj,11008,4096,32
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,2.8485759973526,0.0,2.8485759973526,91.1544319152832,0.0,Llama-2-7B,prefill_only,mlp.gate_proj,11008,4096,32
dense_bf16,dense_bf16,dense_bf16,True,,6.184899234771729,0.0,6.184899234771729,197.91677551269532,0.0,Llama-2-7B,prefill_only,mlp.up_proj,11008,4096,32
sparse_bf16,sparse_bf16,sparse_bf16,True,,6.726144099235535,0.0,6.726144099235535,215.23661117553712,0.0,Llama-2-7B,prefill_only,mlp.up_proj,11008,4096,32
