candidate,prefill_backend,decode_backend,supported,reason,prefill_ms,decode_ms,total_ms,weighted_total_ms,online_conversion_ms,model,scenario,linear_group,n,k,count
dense_bf16,dense_bf16,dense_bf16,True,,0.2275744006037712,0.0,0.2275744006037712,5.461785614490509,0.0,Qwen3.5-9B,prefill_only,linear_attn.in_proj_a,32,4096,24
sparse_bf16,sparse_bf16,sparse_bf16,True,,3.8837278500199317,0.0,3.8837278500199317,93.20946840047836,0.0,Qwen3.5-9B,prefill_only,linear_attn.in_proj_a,32,4096,24
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,1.583129620552063,0.0,1.583129620552063,37.99511089324952,0.0,Qwen3.5-9B,prefill_only,linear_attn.in_proj_a,32,4096,24
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,1.5718176126480103,0.0,1.5718176126480103,37.72362270355225,0.0,Qwen3.5-9B,prefill_only,linear_attn.in_proj_a,32,4096,24
marlin_nvfp4,,,False,"ValueError:N/out_features must be divisible by 64 for Marlin NVFP4, got N=32",,,,,,Qwen3.5-9B,prefill_only,linear_attn.in_proj_a,32,4096,24
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,1.591260802745819,0.0,1.591260802745819,38.190259265899655,0.0,Qwen3.5-9B,prefill_only,linear_attn.in_proj_a,32,4096,24
dense_bf16,dense_bf16,dense_bf16,True,,0.22092479914426805,0.0,0.22092479914426805,5.302195179462434,0.0,Qwen3.5-9B,prefill_only,linear_attn.in_proj_b,32,4096,24
sparse_bf16,sparse_bf16,sparse_bf16,True,,3.8402144238352776,0.0,3.8402144238352776,92.16514617204666,0.0,Qwen3.5-9B,prefill_only,linear_attn.in_proj_b,32,4096,24
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,1.5879200100898743,0.0,1.5879200100898743,38.11008024215698,0.0,Qwen3.5-9B,prefill_only,linear_attn.in_proj_b,32,4096,24
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,1.573363196849823,0.0,1.573363196849823,37.76071672439575,0.0,Qwen3.5-9B,prefill_only,linear_attn.in_proj_b,32,4096,24
marlin_nvfp4,,,False,"ValueError:N/out_features must be divisible by 64 for Marlin NVFP4, got N=32",,,,,,Qwen3.5-9B,prefill_only,linear_attn.in_proj_b,32,4096,24
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,1.5934687972068786,0.0,1.5934687972068786,38.243251132965085,0.0,Qwen3.5-9B,prefill_only,linear_attn.in_proj_b,32,4096,24
dense_bf16,dense_bf16,dense_bf16,True,,4.697024011611939,0.0,4.697024011611939,112.72857627868653,0.0,Qwen3.5-9B,prefill_only,linear_attn.in_proj_qkv,8192,4096,24
sparse_bf16,sparse_bf16,sparse_bf16,True,,6.146691179275512,0.0,6.146691179275512,147.52058830261228,0.0,Qwen3.5-9B,prefill_only,linear_attn.in_proj_qkv,8192,4096,24
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,2.488054370880127,0.0,2.488054370880127,59.71330490112305,0.0,Qwen3.5-9B,prefill_only,linear_attn.in_proj_qkv,8192,4096,24
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,2.145641589164734,0.0,2.145641589164734,51.49539813995361,0.0,Qwen3.5-9B,prefill_only,linear_attn.in_proj_qkv,8192,4096,24
marlin_nvfp4,marlin_nvfp4,marlin_nvfp4,True,,4.872252893447876,0.0,4.872252893447876,116.93406944274903,0.0,Qwen3.5-9B,prefill_only,linear_attn.in_proj_qkv,8192,4096,24
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,2.495097613334656,0.0,2.495097613334656,59.882342720031744,0.0,Qwen3.5-9B,prefill_only,linear_attn.in_proj_qkv,8192,4096,24
dense_bf16,dense_bf16,dense_bf16,True,,2.4850208044052122,0.0,2.4850208044052122,59.64049930572509,0.0,Qwen3.5-9B,prefill_only,linear_attn.in_proj_z,4096,4096,24
sparse_bf16,sparse_bf16,sparse_bf16,True,,4.984006297588349,0.0,4.984006297588349,119.61615114212037,0.0,Qwen3.5-9B,prefill_only,linear_attn.in_proj_z,4096,4096,24
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,2.0575200080871583,0.0,2.0575200080871583,49.3804801940918,0.0,Qwen3.5-9B,prefill_only,linear_attn.in_proj_z,4096,4096,24
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,1.8744224071502686,0.0,1.8744224071502686,44.98613777160645,0.0,Qwen3.5-9B,prefill_only,linear_attn.in_proj_z,4096,4096,24
marlin_nvfp4,marlin_nvfp4,marlin_nvfp4,True,,2.386748790740967,0.0,2.386748790740967,57.2819709777832,0.0,Qwen3.5-9B,prefill_only,linear_attn.in_proj_z,4096,4096,24
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,2.0360575914382935,0.0,2.0360575914382935,48.86538219451904,0.0,Qwen3.5-9B,prefill_only,linear_attn.in_proj_z,4096,4096,24
dense_bf16,dense_bf16,dense_bf16,True,,2.4802879810333254,0.0,2.4802879810333254,59.52691154479981,0.0,Qwen3.5-9B,prefill_only,linear_attn.out_proj,4096,4096,24
sparse_bf16,sparse_bf16,sparse_bf16,True,,5.037545454502106,0.0,5.037545454502106,120.90109090805055,0.0,Qwen3.5-9B,prefill_only,linear_attn.out_proj,4096,4096,24
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,2.0303167939186095,0.0,2.0303167939186095,48.727603054046625,0.0,Qwen3.5-9B,prefill_only,linear_attn.out_proj,4096,4096,24
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,1.8721472024917603,0.0,1.8721472024917603,44.931532859802246,0.0,Qwen3.5-9B,prefill_only,linear_attn.out_proj,4096,4096,24
marlin_nvfp4,marlin_nvfp4,marlin_nvfp4,True,,2.390460801124573,0.0,2.390460801124573,57.37105922698975,0.0,Qwen3.5-9B,prefill_only,linear_attn.out_proj,4096,4096,24
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,2.029088008403778,0.0,2.029088008403778,48.69811220169067,0.0,Qwen3.5-9B,prefill_only,linear_attn.out_proj,4096,4096,24
dense_bf16,dense_bf16,dense_bf16,True,,7.217356872558594,0.0,7.217356872558594,230.955419921875,0.0,Qwen3.5-9B,prefill_only,mlp.down_proj,4096,12288,32
sparse_bf16,sparse_bf16,sparse_bf16,True,,7.330291056632996,0.0,7.330291056632996,234.56931381225587,0.0,Qwen3.5-9B,prefill_only,mlp.down_proj,4096,12288,32
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,5.773097562789917,0.0,5.773097562789917,184.73912200927734,0.0,Qwen3.5-9B,prefill_only,mlp.down_proj,4096,12288,32
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,5.4398784160614015,0.0,5.4398784160614015,174.07610931396485,0.0,Qwen3.5-9B,prefill_only,mlp.down_proj,4096,12288,32
marlin_nvfp4,marlin_nvfp4,marlin_nvfp4,True,,6.958070421218872,0.0,6.958070421218872,222.65825347900392,0.0,Qwen3.5-9B,prefill_only,mlp.down_proj,4096,12288,32
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,5.782025575637817,0.0,5.782025575637817,185.02481842041016,0.0,Qwen3.5-9B,prefill_only,mlp.down_proj,4096,12288,32
dense_bf16,dense_bf16,dense_bf16,True,,6.948038387298584,0.0,6.948038387298584,222.33722839355468,0.0,Qwen3.5-9B,prefill_only,mlp.gate_proj,12288,4096,32
sparse_bf16,sparse_bf16,sparse_bf16,True,,7.296902489662171,0.0,7.296902489662171,233.50087966918946,0.0,Qwen3.5-9B,prefill_only,mlp.gate_proj,12288,4096,32
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,2.985907220840454,0.0,2.985907220840454,95.54903106689453,0.0,Qwen3.5-9B,prefill_only,mlp.gate_proj,12288,4096,32
sparse_nvfp4,sparse_nvfp4,sparse_nvfp4,True,,2.4575807571411135,0.0,2.4575807571411135,78.64258422851563,0.0,Qwen3.5-9B,prefill_only,mlp.gate_proj,12288,4096,32
marlin_nvfp4,marlin_nvfp4,marlin_nvfp4,True,,7.265417575836182,0.0,7.265417575836182,232.4933624267578,0.0,Qwen3.5-9B,prefill_only,mlp.gate_proj,12288,4096,32
dense_nvfp4_prefill_marlin_decode,dense_nvfp4,marlin_nvfp4,True,,2.9901504039764406,0.0,2.9901504039764406,95.6848129272461,0.0,Qwen3.5-9B,prefill_only,mlp.gate_proj,12288,4096,32
dense_bf16,dense_bf16,dense_bf16,True,,6.930777597427368,0.0,6.930777597427368,221.78488311767578,0.0,Qwen3.5-9B,prefill_only,mlp.up_proj,12288,4096,32
sparse_bf16,sparse_bf16,sparse_bf16,True,,7.334592127799988,0.0,7.334592127799988,234.70694808959962,0.0,Qwen3.5-9B,prefill_only,mlp.up_proj,12288,4096,32
dense_nvfp4,dense_nvfp4,dense_nvfp4,True,,2.9792768001556396,0.0,2.9792768001556396,95.33685760498047,0.0,Qwen3.5-9B,prefill_only,mlp.up_proj,12288,4096,32
