module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.0.mlp.up_proj,0,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.056649417673509755
model.layers.4.mlp.gate_proj,4,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.06486803731477173
model.layers.5.mlp.gate_proj,5,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.05959060333097865
model.layers.6.mlp.gate_proj,6,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.054255343254532296
model.layers.7.mlp.gate_proj,7,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.05326863751877816
model.layers.17.mlp.gate_proj,17,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.05176695800638349
model.layers.18.mlp.gate_proj,18,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.05607836961036014
model.layers.19.mlp.gate_proj,19,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.062479289651666305
model.layers.20.mlp.gate_proj,20,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.060701764955135275
model.layers.29.mlp.gate_proj,29,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.07190466274535678
model.layers.30.mlp.gate_proj,30,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.05089069666119147
model.layers.30.mlp.up_proj,30,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.05061944227195616
model.layers.31.mlp.down_proj,31,down_proj,mlp,dense_nvfp4_prefill_marlin_decode,dense_bf16,11.873802880311064,-0.035682330218401774
