module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.0.self_attn.k_proj,0,k_proj,attention,marlin_nvfp4,dense_bf16,0.502279999999999,-0.0016254939320529253
model.layers.1.self_attn.q_proj,1,q_proj,attention,marlin_nvfp4,dense_bf16,0.502279999999999,-0.006619225576817108
model.layers.1.self_attn.k_proj,1,k_proj,attention,marlin_nvfp4,dense_bf16,0.502279999999999,-0.0062558273276660924
model.layers.2.self_attn.q_proj,2,q_proj,attention,marlin_nvfp4,dense_bf16,0.502279999999999,-0.007550517251145344
model.layers.2.self_attn.k_proj,2,k_proj,attention,marlin_nvfp4,dense_bf16,0.502279999999999,-0.006433274813749645
model.layers.2.mlp.up_proj,2,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.09856536531803738
model.layers.3.mlp.up_proj,3,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.11278897182963867
model.layers.3.mlp.down_proj,3,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-11.873802880311064,0.11470216294820376
model.layers.4.mlp.up_proj,4,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.10822036802679082
model.layers.4.mlp.down_proj,4,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-11.873802880311064,0.1034995980196578
model.layers.5.mlp.up_proj,5,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.10590847199958228
model.layers.6.mlp.up_proj,6,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.10564888491284133
model.layers.7.mlp.up_proj,7,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.10371021152041374
model.layers.8.mlp.up_proj,8,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.08821979126557734
model.layers.9.mlp.up_proj,9,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.08581906736925388
model.layers.10.mlp.up_proj,10,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.08344020161359293
model.layers.11.mlp.up_proj,11,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.08607785611124551
model.layers.12.mlp.up_proj,12,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.0869622157671897
model.layers.13.mlp.up_proj,13,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.08521866340097067
model.layers.14.mlp.up_proj,14,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.08597515151477989
model.layers.18.mlp.up_proj,18,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.09630167868835034
model.layers.19.mlp.up_proj,19,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.09692951361232262
model.layers.20.mlp.up_proj,20,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.09394860735106968
model.layers.20.mlp.down_proj,20,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-11.873802880311064,0.11562778545209206
model.layers.21.mlp.up_proj,21,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.09806160029686181
model.layers.22.mlp.up_proj,22,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.09957009749383071
model.layers.23.mlp.up_proj,23,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.10409841460282396
model.layers.24.mlp.up_proj,24,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.12251658827880453
model.layers.25.mlp.up_proj,25,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.12405339267900665
model.layers.26.mlp.up_proj,26,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.1186584200437767
model.layers.27.mlp.up_proj,27,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.10956113729976683
model.layers.28.mlp.up_proj,28,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-14.1120277725245,0.09455087625248071
