batch,elapsed_ms,input_seq,iteration,method,output_seq,phase,scenario,warmup
8,1108.6323577910662,2048,0,ours_max_speed,1,ttft,prefill_decode,True
8,1109.2103030532598,2048,1,ours_max_speed,1,ttft,prefill_decode,False
8,1096.4583326131105,2048,2,ours_max_speed,1,ttft,prefill_decode,False
8,1115.9465946257114,2048,3,ours_max_speed,1,ttft,prefill_decode,False
8,1105.7075578719378,2048,4,ours_max_speed,1,ttft,prefill_decode,False
8,1102.2254694253206,2048,5,ours_max_speed,1,ttft,prefill_decode,False
8,2543.1974809616804,2048,0,ours_max_speed,64,main,prefill_decode,True
8,2570.27324475348,2048,1,ours_max_speed,64,main,prefill_decode,False
8,2548.6989580094814,2048,2,ours_max_speed,64,main,prefill_decode,False
8,2969.444189220667,2048,3,ours_max_speed,64,main,prefill_decode,False
8,2591.5913246572018,2048,4,ours_max_speed,64,main,prefill_decode,False
8,2518.519900739193,2048,5,ours_max_speed,64,main,prefill_decode,False
