batch,elapsed_ms,input_seq,iteration,method,output_seq,phase,scenario,warmup
8,706.5526247024536,2048,0,ours_max_speed,1,ttft,prefill_decode,True
8,707.3682509362698,2048,1,ours_max_speed,1,ttft,prefill_decode,False
8,705.8238796889782,2048,2,ours_max_speed,1,ttft,prefill_decode,False
8,699.2629002779722,2048,3,ours_max_speed,1,ttft,prefill_decode,False
8,701.8477842211723,2048,4,ours_max_speed,1,ttft,prefill_decode,False
8,700.9013053029776,2048,5,ours_max_speed,1,ttft,prefill_decode,False
8,2029.6093951910734,2048,0,ours_max_speed,64,main,prefill_decode,True
8,2042.4848794937134,2048,1,ours_max_speed,64,main,prefill_decode,False
8,2024.939887225628,2048,2,ours_max_speed,64,main,prefill_decode,False
8,2002.9092505574226,2048,3,ours_max_speed,64,main,prefill_decode,False
8,2001.7111226916313,2048,4,ours_max_speed,64,main,prefill_decode,False
8,2020.7710321992636,2048,5,ours_max_speed,64,main,prefill_decode,False
