module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.0.self_attn.q_proj,0,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.002699579873413988
model.layers.0.self_attn.o_proj,0,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.039820291046331224
model.layers.1.self_attn.q_proj,1,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.004107401556205491
model.layers.1.self_attn.o_proj,1,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.08012783380946038
model.layers.2.self_attn.q_proj,2,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.012696884994067105
model.layers.2.self_attn.o_proj,2,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.06239517000860952
model.layers.2.mlp.up_proj,2,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.12772477554360512
model.layers.3.self_attn.q_proj,3,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.013127901036137448
model.layers.3.self_attn.o_proj,3,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.0911358338990945
model.layers.4.self_attn.q_proj,4,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.012138389240701203
model.layers.4.self_attn.o_proj,4,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.12388321697828344
model.layers.4.mlp.down_proj,4,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-17.170130373851087,0.12899754714683578
model.layers.5.self_attn.q_proj,5,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.016455585082765845
model.layers.5.mlp.down_proj,5,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-17.170130373851087,0.1287534731989417
model.layers.6.self_attn.q_proj,6,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.01757090321604021
model.layers.6.self_attn.o_proj,6,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.1614939796046161
model.layers.6.mlp.down_proj,6,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-17.170130373851087,0.12889398299406785
model.layers.7.self_attn.q_proj,7,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.0161911386619182
model.layers.7.self_attn.o_proj,7,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.15587410836724352
model.layers.7.mlp.down_proj,7,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-17.170130373851087,0.1346030624017577
model.layers.8.self_attn.q_proj,8,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.02038771177120085
model.layers.9.self_attn.q_proj,9,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.02226963626186273
model.layers.10.self_attn.q_proj,10,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.023467421883818635
model.layers.11.self_attn.q_proj,11,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.022703240176518393
model.layers.11.mlp.down_proj,11,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-17.170130373851087,0.12188857970486011
model.layers.12.self_attn.q_proj,12,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.015712721349131792
model.layers.12.self_attn.o_proj,12,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.20969949182292674
model.layers.12.mlp.down_proj,12,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-17.170130373851087,0.12036117103961219
model.layers.13.self_attn.q_proj,13,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.026649923086696264
model.layers.13.mlp.down_proj,13,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-17.170130373851087,0.12456213323460816
model.layers.14.self_attn.q_proj,14,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.02463421420478529
model.layers.14.mlp.down_proj,14,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-17.170130373851087,0.12672578977024984
model.layers.15.self_attn.q_proj,15,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.023517830926309557
model.layers.15.mlp.down_proj,15,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-17.170130373851087,0.1230732974260237
model.layers.16.self_attn.q_proj,16,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.023715346271562313
model.layers.16.mlp.down_proj,16,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-17.170130373851087,0.12249000362629348
model.layers.17.self_attn.q_proj,17,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.022441367193698495
model.layers.17.mlp.down_proj,17,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-17.170130373851087,0.12407423677002138
model.layers.18.self_attn.q_proj,18,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.026651179370807455
model.layers.18.self_attn.o_proj,18,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.13625818847847965
model.layers.18.mlp.down_proj,18,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-17.170130373851087,0.123197221715042
model.layers.19.self_attn.q_proj,19,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.025534951445363385
model.layers.19.mlp.down_proj,19,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-17.170130373851087,0.12123582234825066
model.layers.20.self_attn.q_proj,20,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.027954128630374955
model.layers.20.mlp.down_proj,20,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-17.170130373851087,0.12338871714870862
model.layers.21.self_attn.q_proj,21,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.02240182821945349
model.layers.21.self_attn.o_proj,21,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.1338980578714157
model.layers.22.self_attn.q_proj,22,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.0256583677156374
