module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.0.mlp.gate_proj,0,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.06958766485819834
model.layers.1.self_attn.q_proj,1,q_proj,attention,marlin_nvfp4,dense_bf16,0.502279999999999,-0.004107401556205491
model.layers.3.mlp.gate_proj,3,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.06871328875305532
model.layers.4.mlp.gate_proj,4,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.05332086390002568
model.layers.5.mlp.gate_proj,5,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.05227652299004807
model.layers.18.mlp.gate_proj,18,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.047164678341845116
model.layers.20.mlp.gate_proj,20,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.05440114733612552
model.layers.21.mlp.gate_proj,21,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.05425376723450036
model.layers.22.mlp.gate_proj,22,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.060064028078757194
model.layers.23.mlp.gate_proj,23,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.06598189468319444
model.layers.27.mlp.gate_proj,27,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.06601408829989938
model.layers.28.mlp.gate_proj,28,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.05757644127104365
model.layers.30.mlp.up_proj,30,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.05950307504692445
