module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.5.self_attn.o_proj,5,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.13693307846767866
model.layers.8.self_attn.o_proj,8,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.21277446519605248
model.layers.9.self_attn.o_proj,9,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.22951324291323125
model.layers.10.self_attn.o_proj,10,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.20904207132414088
model.layers.11.self_attn.o_proj,11,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.2541158281187272
model.layers.13.self_attn.o_proj,13,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.24558922547822848
model.layers.14.self_attn.o_proj,14,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.22383403746404962
model.layers.15.self_attn.o_proj,15,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.21652111466934365
model.layers.16.self_attn.o_proj,16,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.15822705489728106
model.layers.17.self_attn.o_proj,17,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.15043355694692695
model.layers.19.self_attn.o_proj,19,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.1636945375995763
model.layers.20.self_attn.o_proj,20,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.14940699878249977
model.layers.22.self_attn.o_proj,22,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.15925617869661265
model.layers.24.self_attn.o_proj,24,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.16408585248503035
