module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.0.self_attn.q_proj,0,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.002699579873413988
model.layers.0.mlp.down_proj,0,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-17.170130373851087,0.0594692343214006
model.layers.1.self_attn.q_proj,1,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.004107401556205491
model.layers.1.mlp.gate_proj,1,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.07811571953211217
model.layers.2.mlp.gate_proj,2,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.08546510385527288
model.layers.8.mlp.up_proj,8,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.09267033535890291
model.layers.9.mlp.up_proj,9,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.0902215870237755
model.layers.10.mlp.up_proj,10,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.09119036986657791
model.layers.11.mlp.up_proj,11,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.0911866429507773
model.layers.12.mlp.up_proj,12,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.08657994937764577
model.layers.13.mlp.up_proj,13,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.08795696763586902
model.layers.14.mlp.up_proj,14,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.09452641892459263
model.layers.15.mlp.up_proj,15,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.09583145482857794
model.layers.24.mlp.gate_proj,24,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.08150930234392541
model.layers.25.mlp.gate_proj,25,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.08062044552925064
model.layers.26.mlp.gate_proj,26,gate_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.0731848481259806
model.layers.28.mlp.up_proj,28,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.10823071555018432
model.layers.29.mlp.up_proj,29,up_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-19.989338218922114,0.0921860670633926
model.layers.31.mlp.down_proj,31,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-17.170130373851087,0.051979216148915076
