method,model_key,model_path,batch,input_seq,output_seq,max_model_len,total_prompt_tokens,total_tokens,iter,elapsed_ms
dense_bf16,dense_bf16,/root/wja/data/models/LLM-Research/llama-2-7b,8,2048,1,2049,16384,16392,0,1073.4235998243093
dense_bf16,dense_bf16,/root/wja/data/models/LLM-Research/llama-2-7b,8,2048,1,2049,16384,16392,1,1081.534780561924
dense_bf16,dense_bf16,/root/wja/data/models/LLM-Research/llama-2-7b,8,2048,1,2049,16384,16392,2,1089.7495541721582
dense_bf16,dense_bf16,/root/wja/data/models/LLM-Research/llama-2-7b,8,2048,1,2049,16384,16392,3,1073.7787298858166
dense_bf16,dense_bf16,/root/wja/data/models/LLM-Research/llama-2-7b,8,2048,1,2049,16384,16392,4,1073.395673185587
dense_nvfp4,dense_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_dense_nvfp4,8,2048,1,2049,16384,16392,0,575.5024570971727
dense_nvfp4,dense_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_dense_nvfp4,8,2048,1,2049,16384,16392,1,576.2374587357044
dense_nvfp4,dense_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_dense_nvfp4,8,2048,1,2049,16384,16392,2,576.2096494436264
dense_nvfp4,dense_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_dense_nvfp4,8,2048,1,2049,16384,16392,3,577.6833854615688
dense_nvfp4,dense_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_dense_nvfp4,8,2048,1,2049,16384,16392,4,576.4775313436985
sparse_bf16,sparse_bf16,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_bf16,8,2048,1,2049,16384,16392,0,642.1095598489046
sparse_bf16,sparse_bf16,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_bf16,8,2048,1,2049,16384,16392,1,651.1629577726126
sparse_bf16,sparse_bf16,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_bf16,8,2048,1,2049,16384,16392,2,640.6577490270138
sparse_bf16,sparse_bf16,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_bf16,8,2048,1,2049,16384,16392,3,649.8170383274555
sparse_bf16,sparse_bf16,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_bf16,8,2048,1,2049,16384,16392,4,650.3183040767908
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,8,2048,1,2049,16384,16392,0,514.7462654858828
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,8,2048,1,2049,16384,16392,1,514.0537284314632
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,8,2048,1,2049,16384,16392,2,518.605312332511
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,8,2048,1,2049,16384,16392,3,516.2209495902061
sparse_nvfp4,sparse_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_nvfp4,8,2048,1,2049,16384,16392,4,515.6561024487019
marlin_nvfp4,marlin_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_marlin_nvfp4,8,2048,1,2049,16384,16392,0,1043.708961457014
marlin_nvfp4,marlin_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_marlin_nvfp4,8,2048,1,2049,16384,16392,1,1046.2132059037685
marlin_nvfp4,marlin_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_marlin_nvfp4,8,2048,1,2049,16384,16392,2,1042.6036603748798
marlin_nvfp4,marlin_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_marlin_nvfp4,8,2048,1,2049,16384,16392,3,1050.3458008170128
marlin_nvfp4,marlin_nvfp4,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_marlin_nvfp4,8,2048,1,2049,16384,16392,4,1047.0532178878784
