batch,elapsed_ms,input_seq,iteration,method,output_seq,phase,scenario,warmup
8,982.481125742197,2048,0,ours_max_speed,1,ttft,prefill_decode,True
8,1133.7902005761862,2048,1,ours_max_speed,1,ttft,prefill_decode,False
8,994.1412191838026,2048,2,ours_max_speed,1,ttft,prefill_decode,False
8,903.3156000077724,2048,3,ours_max_speed,1,ttft,prefill_decode,False
8,871.4497834444046,2048,4,ours_max_speed,1,ttft,prefill_decode,False
8,983.6281668394804,2048,5,ours_max_speed,1,ttft,prefill_decode,False
8,2563.4018797427416,2048,0,ours_max_speed,64,main,prefill_decode,True
8,2566.7057260870934,2048,1,ours_max_speed,64,main,prefill_decode,False
8,2516.265267506242,2048,2,ours_max_speed,64,main,prefill_decode,False
8,2555.1574528217316,2048,3,ours_max_speed,64,main,prefill_decode,False
8,2588.822688907385,2048,4,ours_max_speed,64,main,prefill_decode,False
8,2590.4463455080986,2048,5,ours_max_speed,64,main,prefill_decode,False
