timestamp,model,model_variant,scenario,method,batch_size,input_tokens,output_tokens,warmup,iters,prefill_ms,decode_avg_ms,decode_first_ms,decode_steady_ms,decode_total_ms,e2e_ms,tokens_per_sec,policy_json,replaced_linear_count,skipped_linear_count,backend_counts,skipped,cuda_visible_devices,device_name,torch_version,cuda_version
2026-06-23T06:07:51,Qwen3.5-0.8B,0.8B,prefill_only,dense_bf16,16,1024,0,3,10,364.435388,0.000000,0.000000,0.000000,0.000000,364.435388,44957.214725,artifacts/debug/027_qwen_cross_model_robustness/policies/qwen35_0_8b/prefill_only/dense_bf16/policy.json,0,0,"{""dense_bf16"": 186}",[],5,NVIDIA GeForce RTX 5090,2.9.0+cu128,12.8
2026-06-23T06:07:52,Qwen3.5-0.8B,0.8B,prefill_only,uniform_dense_nvfp4,16,1024,0,3,10,387.813461,0.000000,0.000000,0.000000,0.000000,387.813461,42247.115262,artifacts/debug/027_qwen_cross_model_robustness/policies/qwen35_0_8b/prefill_only/uniform_dense_nvfp4/policy.json,150,36,"{""cutlass_nvfp4_sm120"": 150, ""skipped"": 36}","[{""name"": ""language_model.layers.0.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.0.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.1.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.1.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.2.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.2.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.4.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.4.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.5.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.5.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.6.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.6.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.8.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.8.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.9.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.9.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.10.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.10.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.12.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.12.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}]",6,NVIDIA GeForce RTX 5090,2.9.0+cu128,12.8
2026-06-23T06:08:02,Qwen3.5-0.8B,0.8B,prefill_only,uniform_sparse_bf16,16,1024,0,3,10,329.894006,0.000000,0.000000,0.000000,0.000000,329.894006,49664.436712,artifacts/debug/027_qwen_cross_model_robustness/policies/qwen35_0_8b/prefill_only/uniform_sparse_bf16/policy.json,186,0,"{""cutlass_sparse_bf16_cusparselt"": 186, ""skipped"": 0}",[],7,NVIDIA GeForce RTX 5090,2.9.0+cu128,12.8
2026-06-23T06:08:08,Qwen3.5-0.8B,0.8B,prefill_only,uniform_sparse_nvfp4,16,1024,0,3,10,388.073111,0.000000,0.000000,0.000000,0.000000,388.073111,42218.848813,artifacts/debug/027_qwen_cross_model_robustness/policies/qwen35_0_8b/prefill_only/uniform_sparse_nvfp4/policy.json,186,0,"{""cutlass_sparse_nvfp4_sm120"": 186, ""skipped"": 0}",[],5,NVIDIA GeForce RTX 5090,2.9.0+cu128,12.8
2026-06-23T06:08:10,Qwen3.5-0.8B,0.8B,prefill_only,uniform_marlin_weight_only,16,1024,0,3,10,365.709152,0.000000,0.000000,0.000000,0.000000,365.709152,44800.628862,artifacts/debug/027_qwen_cross_model_robustness/policies/qwen35_0_8b/prefill_only/uniform_marlin_weight_only/policy.json,150,36,"{""marlin_nvfp4_sm120"": 150, ""skipped"": 36}","[{""name"": ""language_model.layers.0.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.0.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.1.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.1.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.2.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.2.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.4.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.4.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.5.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.5.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.6.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.6.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.8.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.8.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.9.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.9.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.10.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.10.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.12.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.12.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}]",6,NVIDIA GeForce RTX 5090,2.9.0+cu128,12.8
2026-06-23T06:08:20,Qwen3.5-0.8B,0.8B,prefill_only,uniform_dense_nvfp4_prefill_marlin_decode,16,1024,0,3,10,387.481464,0.000000,0.000000,0.000000,0.000000,387.481464,42283.312979,artifacts/debug/027_qwen_cross_model_robustness/policies/qwen35_0_8b/prefill_only/uniform_dense_nvfp4_prefill_marlin_decode/policy.json,150,36,"{""qwen_hybrid_nvfp4_dense_nvfp4_cutlass_w4a4_marlin_w4a16"": 150, ""skipped"": 36}","[{""name"": ""language_model.layers.0.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:dense_nvfp4:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.0.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:dense_nvfp4:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.1.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:dense_nvfp4:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.1.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:dense_nvfp4:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.2.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:dense_nvfp4:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.2.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:dense_nvfp4:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.4.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:dense_nvfp4:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.4.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:dense_nvfp4:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.5.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:dense_nvfp4:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.5.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:dense_nvfp4:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.6.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:dense_nvfp4:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.6.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:dense_nvfp4:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.8.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:dense_nvfp4:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.8.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:dense_nvfp4:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.9.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:dense_nvfp4:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.9.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:dense_nvfp4:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.10.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:dense_nvfp4:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.10.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:dense_nvfp4:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.12.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:dense_nvfp4:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.12.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:dense_nvfp4:in_features=1024,out_features=16""}]",7,NVIDIA GeForce RTX 5090,2.9.0+cu128,12.8
2026-06-23T06:08:45,Qwen3.5-0.8B,0.8B,normal_01,dense_bf16,1,16384,32,3,10,1091.648462,23.804615,24.375177,23.786210,761.747694,1853.396156,8857.253720,artifacts/debug/027_qwen_cross_model_robustness/policies/qwen35_0_8b/normal_01/dense_bf16/policy.json,0,0,"{""dense_bf16"": 186}",[],6,NVIDIA GeForce RTX 5090,2.9.0+cu128,12.8
2026-06-23T06:09:02,Qwen3.5-0.8B,0.8B,normal_01,uniform_dense_nvfp4,1,16384,32,3,10,1144.648132,42.347882,43.070006,42.324587,1355.132215,2499.780348,6566.976980,artifacts/debug/027_qwen_cross_model_robustness/policies/qwen35_0_8b/normal_01/uniform_dense_nvfp4/policy.json,150,36,"{""cutlass_nvfp4_sm120"": 150, ""skipped"": 36}","[{""name"": ""language_model.layers.0.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.0.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.1.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.1.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.2.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.2.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.4.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.4.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.5.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.5.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.6.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.6.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.8.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.8.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.9.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.9.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.10.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.10.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.12.linear_attn.in_proj_b"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}, {""name"": ""language_model.layers.12.linear_attn.in_proj_a"", ""reason"": ""shape_not_supported:in_features=1024,out_features=16""}]",7,NVIDIA GeForce RTX 5090,2.9.0+cu128,12.8
2026-06-23T06:09:15,Qwen3.5-0.8B,0.8B,prefill_only,our_linear_hybrid,16,1024,0,3,10,329.634918,0.000000,0.000000,0.000000,0.000000,329.634918,49703.472220,artifacts/debug/027_qwen_cross_model_robustness/policies/qwen35_0_8b/prefill_only/our_linear_hybrid/policy.json,186,0,"{""bf16"": 36, ""sparse_bf16"": 84, ""sparse_nvfp4"": 66}",[],5,NVIDIA GeForce RTX 5090,2.9.0+cu128,12.8
2026-06-23T06:09:27,Qwen3.5-0.8B,0.8B,normal_01,uniform_sparse_bf16,1,16384,32,3,10,976.504199,30.630729,31.390986,30.606205,980.183330,1956.687529,8389.689083,artifacts/debug/027_qwen_cross_model_robustness/policies/qwen35_0_8b/normal_01/uniform_sparse_bf16/policy.json,186,0,"{""cutlass_sparse_bf16_cusparselt"": 186, ""skipped"": 0}",[],6,NVIDIA GeForce RTX 5090,2.9.0+cu128,12.8
