layer,module_type,method,local_rel_mse,blocks,backend
0,q_proj,sparse_nvfp4,0.00047825696170096613,16,canonical_phase_wrapper
0,k_proj,sparse_nvfp4,0.0007169531854861671,16,canonical_phase_wrapper
0,v_proj,sparse_nvfp4,0.02309276513696706,16,canonical_phase_wrapper
0,o_proj,sparse_nvfp4,0.006247590474981072,16,canonical_phase_wrapper
0,gate_proj,sparse_nvfp4,0.03648227917290699,16,canonical_phase_wrapper
0,up_proj,sparse_nvfp4,0.049049593579192294,16,canonical_phase_wrapper
0,down_proj,sparse_nvfp4,0.02711332466417858,16,canonical_phase_wrapper
1,q_proj,sparse_nvfp4,0.0024911623181277575,16,canonical_phase_wrapper
1,k_proj,sparse_nvfp4,0.00243858443291865,16,canonical_phase_wrapper
1,v_proj,sparse_nvfp4,0.040885235375061474,16,canonical_phase_wrapper
1,o_proj,sparse_nvfp4,0.04693239773198672,16,canonical_phase_wrapper
1,gate_proj,sparse_nvfp4,0.045602417083720176,16,canonical_phase_wrapper
1,up_proj,sparse_nvfp4,0.07615897923796884,16,canonical_phase_wrapper
1,down_proj,sparse_nvfp4,0.001150509065393171,16,canonical_phase_wrapper
2,q_proj,sparse_nvfp4,0.005979700461085064,16,canonical_phase_wrapper
2,k_proj,sparse_nvfp4,0.005005980692546797,16,canonical_phase_wrapper
2,v_proj,sparse_nvfp4,0.0793292133720617,16,canonical_phase_wrapper
2,o_proj,sparse_nvfp4,0.08751015381466282,16,canonical_phase_wrapper
2,gate_proj,sparse_nvfp4,0.0794131487322132,16,canonical_phase_wrapper
2,up_proj,sparse_nvfp4,0.10879490044648088,16,canonical_phase_wrapper
2,down_proj,sparse_nvfp4,0.14839682586896413,16,canonical_phase_wrapper
3,q_proj,sparse_nvfp4,0.016699143992304828,16,canonical_phase_wrapper
3,k_proj,sparse_nvfp4,0.012631881262833487,16,canonical_phase_wrapper
3,v_proj,sparse_nvfp4,0.1076927541346236,16,canonical_phase_wrapper
3,o_proj,sparse_nvfp4,0.07118840111965843,16,canonical_phase_wrapper
3,gate_proj,sparse_nvfp4,0.09703614473965615,16,canonical_phase_wrapper
3,up_proj,sparse_nvfp4,0.13648359583117733,16,canonical_phase_wrapper
3,down_proj,sparse_nvfp4,0.14745617385067125,16,canonical_phase_wrapper
4,q_proj,sparse_nvfp4,0.01733767064389211,16,canonical_phase_wrapper
4,k_proj,sparse_nvfp4,0.011822470055712173,16,canonical_phase_wrapper
4,v_proj,sparse_nvfp4,0.11461891777695937,16,canonical_phase_wrapper
4,o_proj,sparse_nvfp4,0.10058018604728626,16,canonical_phase_wrapper
4,gate_proj,sparse_nvfp4,0.08380365995305326,16,canonical_phase_wrapper
4,up_proj,sparse_nvfp4,0.13659632379480535,16,canonical_phase_wrapper
4,down_proj,sparse_nvfp4,0.13750108020776788,16,canonical_phase_wrapper
5,q_proj,sparse_nvfp4,0.02003729980114089,16,canonical_phase_wrapper
5,k_proj,sparse_nvfp4,0.013401758960196406,16,canonical_phase_wrapper
5,v_proj,sparse_nvfp4,0.12657050216288498,16,canonical_phase_wrapper
5,o_proj,sparse_nvfp4,0.11779000370335965,16,canonical_phase_wrapper
5,gate_proj,sparse_nvfp4,0.0855099447766383,16,canonical_phase_wrapper
5,up_proj,sparse_nvfp4,0.137377717683741,16,canonical_phase_wrapper
5,down_proj,sparse_nvfp4,0.1618026571468618,16,canonical_phase_wrapper
6,q_proj,sparse_nvfp4,0.027468037633561468,16,canonical_phase_wrapper
6,k_proj,sparse_nvfp4,0.020261641223635704,16,canonical_phase_wrapper
6,v_proj,sparse_nvfp4,0.11990120502508375,16,canonical_phase_wrapper
6,o_proj,sparse_nvfp4,0.11552336750625039,16,canonical_phase_wrapper
6,gate_proj,sparse_nvfp4,0.08050120302726997,16,canonical_phase_wrapper
6,up_proj,sparse_nvfp4,0.1410121936556881,16,canonical_phase_wrapper
6,down_proj,sparse_nvfp4,0.16144265349317108,16,canonical_phase_wrapper
7,q_proj,sparse_nvfp4,0.03110108990994502,16,canonical_phase_wrapper
7,k_proj,sparse_nvfp4,0.022711507928134873,16,canonical_phase_wrapper
7,v_proj,sparse_nvfp4,0.12849822640574093,16,canonical_phase_wrapper
7,o_proj,sparse_nvfp4,0.14196985917537094,16,canonical_phase_wrapper
7,gate_proj,sparse_nvfp4,0.07930295550703004,16,canonical_phase_wrapper
7,up_proj,sparse_nvfp4,0.1430185272268988,16,canonical_phase_wrapper
7,down_proj,sparse_nvfp4,0.16742103684313853,16,canonical_phase_wrapper
8,q_proj,sparse_nvfp4,0.032942122902527717,16,canonical_phase_wrapper
8,k_proj,sparse_nvfp4,0.022366149053791272,16,canonical_phase_wrapper
8,v_proj,sparse_nvfp4,0.12374113911921071,16,canonical_phase_wrapper
8,o_proj,sparse_nvfp4,0.15108365806305263,16,canonical_phase_wrapper
8,gate_proj,sparse_nvfp4,0.08125351052570175,16,canonical_phase_wrapper
8,up_proj,sparse_nvfp4,0.13725206456521766,16,canonical_phase_wrapper
8,down_proj,sparse_nvfp4,0.1695316490934234,16,canonical_phase_wrapper
9,q_proj,sparse_nvfp4,0.03544732432002657,16,canonical_phase_wrapper
9,k_proj,sparse_nvfp4,0.023748698990079357,16,canonical_phase_wrapper
9,v_proj,sparse_nvfp4,0.12774534951563477,16,canonical_phase_wrapper
9,o_proj,sparse_nvfp4,0.15907719093586273,16,canonical_phase_wrapper
9,gate_proj,sparse_nvfp4,0.07972167368253322,16,canonical_phase_wrapper
9,up_proj,sparse_nvfp4,0.1328663365202323,16,canonical_phase_wrapper
9,down_proj,sparse_nvfp4,0.17148206696399254,16,canonical_phase_wrapper
10,q_proj,sparse_nvfp4,0.03599208588602376,16,canonical_phase_wrapper
10,k_proj,sparse_nvfp4,0.024336411946032237,16,canonical_phase_wrapper
10,v_proj,sparse_nvfp4,0.1237040095951905,16,canonical_phase_wrapper
10,o_proj,sparse_nvfp4,0.16651414034217613,16,canonical_phase_wrapper
10,gate_proj,sparse_nvfp4,0.07900298754701808,16,canonical_phase_wrapper
10,up_proj,sparse_nvfp4,0.12883904376632835,16,canonical_phase_wrapper
10,down_proj,sparse_nvfp4,0.16599332599380412,16,canonical_phase_wrapper
11,q_proj,sparse_nvfp4,0.039469218286883524,16,canonical_phase_wrapper
11,k_proj,sparse_nvfp4,0.026353791853096678,16,canonical_phase_wrapper
11,v_proj,sparse_nvfp4,0.12987164790020042,16,canonical_phase_wrapper
11,o_proj,sparse_nvfp4,0.16889131756472098,16,canonical_phase_wrapper
11,gate_proj,sparse_nvfp4,0.08262666125100099,16,canonical_phase_wrapper
11,up_proj,sparse_nvfp4,0.1372018414504779,16,canonical_phase_wrapper
11,down_proj,sparse_nvfp4,0.1722677164230841,16,canonical_phase_wrapper
12,q_proj,sparse_nvfp4,0.04128894784821168,16,canonical_phase_wrapper
12,k_proj,sparse_nvfp4,0.028704411352546772,16,canonical_phase_wrapper
12,v_proj,sparse_nvfp4,0.13438815882559135,16,canonical_phase_wrapper
12,o_proj,sparse_nvfp4,0.17093126931009503,16,canonical_phase_wrapper
12,gate_proj,sparse_nvfp4,0.08680152985715323,16,canonical_phase_wrapper
12,up_proj,sparse_nvfp4,0.13838532989354105,16,canonical_phase_wrapper
12,down_proj,sparse_nvfp4,0.1753467724101223,16,canonical_phase_wrapper
13,q_proj,sparse_nvfp4,0.04234171284144516,16,canonical_phase_wrapper
13,k_proj,sparse_nvfp4,0.02942012762232228,16,canonical_phase_wrapper
13,v_proj,sparse_nvfp4,0.14692096055106868,16,canonical_phase_wrapper
13,o_proj,sparse_nvfp4,0.1638860996757444,16,canonical_phase_wrapper
13,gate_proj,sparse_nvfp4,0.08461131013920607,16,canonical_phase_wrapper
