batch,elapsed_ms,input_seq,iteration,method,output_seq,phase,scenario,warmup
8,1043.823616579175,2048,0,ours_max_speed,1,ttft,prefill_decode,True
8,1197.584867477417,2048,1,ours_max_speed,1,ttft,prefill_decode,False
8,661.3731626421213,2048,2,ours_max_speed,1,ttft,prefill_decode,False
8,671.4272685348988,2048,3,ours_max_speed,1,ttft,prefill_decode,False
8,673.3864843845367,2048,4,ours_max_speed,1,ttft,prefill_decode,False
8,750.0526160001755,2048,5,ours_max_speed,1,ttft,prefill_decode,False
8,1655.5134151130915,2048,0,ours_max_speed,64,main,prefill_decode,True
8,1513.6767253279686,2048,1,ours_max_speed,64,main,prefill_decode,False
8,1833.7262775748968,2048,2,ours_max_speed,64,main,prefill_decode,False
8,1605.3243968635798,2048,3,ours_max_speed,64,main,prefill_decode,False
8,1480.4474655538797,2048,4,ours_max_speed,64,main,prefill_decode,False
8,1557.1518409997225,2048,5,ours_max_speed,64,main,prefill_decode,False
