batch,elapsed_ms,input_seq,iteration,method,output_seq,phase,scenario,warmup
8,1126.327484846115,2048,0,ours_max_speed,1,ttft,prefill_decode,True
8,1096.9024114310741,2048,1,ours_max_speed,1,ttft,prefill_decode,False
8,1092.4161039292812,2048,2,ours_max_speed,1,ttft,prefill_decode,False
8,1101.5846263617277,2048,3,ours_max_speed,1,ttft,prefill_decode,False
8,1106.483567506075,2048,4,ours_max_speed,1,ttft,prefill_decode,False
8,1095.7893636077642,2048,5,ours_max_speed,1,ttft,prefill_decode,False
8,2270.7779966294765,2048,0,ours_max_speed,64,main,prefill_decode,True
8,2308.999190106988,2048,1,ours_max_speed,64,main,prefill_decode,False
8,2290.9262366592884,2048,2,ours_max_speed,64,main,prefill_decode,False
8,2291.8431889265776,2048,3,ours_max_speed,64,main,prefill_decode,False
8,2300.8845150470734,2048,4,ours_max_speed,64,main,prefill_decode,False
8,2286.1564867198467,2048,5,ours_max_speed,64,main,prefill_decode,False
