batch,elapsed_ms,input_seq,iteration,method,output_seq,phase,scenario,warmup
8,820.8223879337311,2048,0,ours_max_speed,1,ttft,prefill_decode,True
8,871.9393219798803,2048,1,ours_max_speed,1,ttft,prefill_decode,False
8,983.8434122502804,2048,2,ours_max_speed,1,ttft,prefill_decode,False
8,911.3340638577938,2048,3,ours_max_speed,1,ttft,prefill_decode,False
8,951.3898491859436,2048,4,ours_max_speed,1,ttft,prefill_decode,False
8,752.8835032135248,2048,5,ours_max_speed,1,ttft,prefill_decode,False
8,1642.3762515187263,2048,0,ours_max_speed,64,main,prefill_decode,True
8,2974.7099354863167,2048,1,ours_max_speed,64,main,prefill_decode,False
8,3048.4978426247835,2048,2,ours_max_speed,64,main,prefill_decode,False
8,1650.7771350443363,2048,3,ours_max_speed,64,main,prefill_decode,False
8,3059.601653367281,2048,4,ours_max_speed,64,main,prefill_decode,False
8,2534.5097351819277,2048,5,ours_max_speed,64,main,prefill_decode,False
