method,model_key,model_path,batch,input_seq,output_seq,max_model_len,total_prompt_tokens,total_tokens,status,iters,mean_ms,median_ms,min_ms,max_ms,std_ms,input_tokens_per_s_median,total_tokens_per_s_median,error
sparse_bf16,sparse_bf16,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_bf16,2048,128,1,129,262144,264192,PRECHECK_OOM,0,nan,nan,nan,nan,nan,nan,nan,
sparse_bf16,sparse_bf16,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_bf16,4096,128,1,129,524288,528384,PRECHECK_OOM,0,nan,nan,nan,nan,nan,nan,nan,
sparse_bf16,sparse_bf16,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_bf16,1,128,1,129,128,129,OK,3,17.984427511692047,17.425622791051865,16.685856506228447,19.84180323779583,1.6505141562495083,7345.505037887574,7402.891795996071,
sparse_bf16,sparse_bf16,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_bf16,2,128,1,129,256,258,OK,3,30.265723044673603,30.258523300290108,30.15632927417755,30.382316559553146,0.11316554478836924,8460.42609083787,8526.523169672539,
sparse_bf16,sparse_bf16,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_bf16,4,128,1,129,512,516,OK,3,168.02308956782022,220.63965536653996,35.043178126215935,248.3864352107048,115.99661022285449,2320.5257420722246,2338.6548494321637,
sparse_bf16,sparse_bf16,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_bf16,8,128,1,129,1024,1032,OK,3,144.6437705308199,58.66258777678013,57.63130448758602,317.63741932809353,149.8177819200761,17455.759092941353,17592.132210854958,
sparse_bf16,sparse_bf16,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_bf16,16,128,1,129,2048,2064,OK,3,149.08728872736296,92.69693493843079,92.68535114824772,261.87958009541035,97.68098984749757,22093.502890470754,22266.108381802558,
sparse_bf16,sparse_bf16,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_bf16,32,128,1,129,4096,4128,OK,3,239.52764458954334,164.27228227257729,163.67182694375515,390.6388245522976,130.86646502810567,24934.21253625429,25129.011071693778,
sparse_bf16,sparse_bf16,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_bf16,64,128,1,129,8192,8256,OK,3,319.48629456261796,319.33259032666683,318.151930347085,320.974363014102,1.417480258794857,25653.504365526398,25853.92236838207,
sparse_bf16,sparse_bf16,/root/wja/project/my/cospaq/fake/artifacts/exports/vllm/llama2_7b_018/uniform_sparse_bf16,128,128,1,129,16384,16512,OK,3,632.0857089012861,632.6170489192009,628.8279257714748,634.8121520131826,3.02728964404867,25898.76454956654,26101.098647610026,
