activation_abs_max,activation_abs_mean,activation_mean,activation_outlier_ratio_6x_weight_mean,activation_std,backend,blocks,in_features,layer,layer_bucket,local_max_abs_error,local_rel_mse,local_rmse_over_rms,method,module_family,module_index,module_name,module_type,numel,out_features,weight_abs_max,weight_abs_mean,weight_col_norm_max,weight_col_norm_mean,weight_mean,weight_outlier_ratio_6x,weight_row_norm_max,weight_row_norm_mean,weight_std
6.8125,0.04684348241426051,0.0015194224833976477,0.1727198362350464,0.13211083093516784,,,4096,0,layers_00_07,0.3125,0.00014752539704180004,0.012146003336151363,dense_nvfp4,attention,1,model.layers.0.self_attn.q_proj,q_proj,16777216,4096,0.74609375,0.010390120558440685,5.654656887054443,0.9184780120849609,1.40632266720786e-07,0.01457899808883667,4.003367900848389,1.1073201894760132,0.01866932027041912
6.8125,0.04684348241426051,0.0015194224833976477,0.12821081280708313,0.13211083093516784,,,4096,0,layers_00_07,0.25,0.00022351327905218164,0.014950360499070971,dense_nvfp4,attention,2,model.layers.0.self_attn.k_proj,k_proj,4194304,1024,0.69921875,0.015319198369979858,5.15325927734375,0.6641868948936462,-9.069694897334557e-06,0.01374363899230957,4.223666191101074,1.6192221641540527,0.02693898044526577
6.8125,0.04684348241426051,0.0015194224833976477,0.29378071427345276,0.13211083093516784,,,4096,0,layers_00_07,0.023681640625,0.011755768717101874,0.10842402278601304,dense_nvfp4,attention,3,model.layers.0.self_attn.v_proj,v_proj,4194304,1024,0.06103515625,0.004989572800695896,0.36504459381103516,0.2048325389623642,-2.8345416467345785e-06,0.001828908920288086,0.7084967494010925,0.4576519727706909,0.007224599830806255
0.4375,0.0050127795548178256,0.00020343141432022094,0.013631641864776611,0.010809095335050829,,,4096,0,layers_00_07,0.0234375,0.002176080917176544,0.04664848247453012,dense_nvfp4,attention,4,model.layers.0.self_attn.o_proj,o_proj,16777216,4096,0.462890625,0.006350980140268803,0.9845048189163208,0.5210481882095337,6.681953124143547e-08,0.0007484555244445801,2.6172776222229004,0.5275951623916626,0.008338166400790215
1.6484375,0.07097861124202609,0.00028256375395585565,0.4650718867778778,0.09405638947101713,,,4096,0,layers_00_07,0.1015625,0.003536475241460681,0.05946827088003048,dense_nvfp4,mlp,5,model.layers.0.mlp.gate_proj,gate_proj,58720256,14336,0.59765625,0.010077373124659061,2.070150375366211,1.5290035009384155,7.5198590820946265e-06,0.0002545799652580172,2.9050443172454834,0.8149641156196594,0.01280402671545744
1.6484375,0.07097861124202609,0.00028256375395585565,0.49769148230552673,0.09405638947101713,,,4096,0,layers_00_07,0.046875,0.0051228788060314855,0.07157428872179929,dense_nvfp4,mlp,6,model.layers.0.mlp.up_proj,up_proj,58720256,14336,0.1962890625,0.009282484650611877,1.4721125364303589,1.4024999141693115,-3.887561490500957e-07,4.277910556993447e-05,0.9906516671180725,0.7503485679626465,0.011733459308743477
5.96875,0.002598310388358576,9.895875531843298e-06,0.0008933629308428083,0.006878418607421333,,,14336,0,layers_00_07,0.09375,0.0030222522229308517,0.054975014533248205,dense_nvfp4,mlp,7,model.layers.0.mlp.down_proj,down_proj,58720256,4096,0.61328125,0.009275035001337528,1.1099507808685303,0.7518818974494934,-9.766664561539073e-07,0.00021215846936684102,4.4821553230285645,1.4019383192062378,0.01175522431731224
5.875,0.0877142227254808,9.781786729945452e-06,0.22396710515022278,0.22181557730851456,,,4096,1,layers_00_07,0.25,0.00022445938768354378,0.014981968751921216,dense_nvfp4,attention,8,model.layers.1.self_attn.q_proj,q_proj,16777216,4096,0.53515625,0.01382577233016491,4.300784587860107,1.221958041191101,-3.4287068046978675e-06,0.002135932445526123,3.0717341899871826,1.136181116104126,0.019375592470169067
5.875,0.0877142227254808,9.781786729945452e-06,0.14063912630081177,0.22181557730851456,,,4096,1,layers_00_07,0.265625,0.0002191314565429592,0.01480308942562191,dense_nvfp4,attention,9,model.layers.1.self_attn.k_proj,k_proj,4194304,1024,0.35546875,0.019197605550289154,1.8843291997909546,0.8557752966880798,1.6100148059194908e-06,0.0031304359436035156,3.7735626697540283,1.5918182134628296,0.027428146451711655
5.875,0.0877142227254808,9.781786729945452e-06,0.4792771637439728,0.22181557730851456,,,4096,1,layers_00_07,0.0439453125,0.009537093742184435,0.09765804494348858,dense_nvfp4,attention,10,model.layers.1.self_attn.v_proj,v_proj,4194304,1024,0.0966796875,0.006930669769644737,0.328136682510376,0.2814839482307434,1.527702124803909e-06,5.435943603515625e-05,1.0265898704528809,0.5664350986480713,0.008938548155128956
2.4375,0.00849640741944313,9.619763090995548e-05,0.024882376194000244,0.01593873226316642,,,4096,1,layers_00_07,0.041015625,0.004378788941662571,0.0661724182848305,dense_nvfp4,attention,11,model.layers.1.self_attn.o_proj,o_proj,16777216,4096,0.4140625,0.007319950498640537,1.1396888494491577,0.6076480746269226,-1.980921069844044e-06,0.0010970830917358398,3.122973918914795,0.6020486950874329,0.009573422372341156
4.125,0.09583751438185573,0.00042024457650313707,0.589442104101181,0.1252744676866239,,,4096,1,layers_00_07,0.375,0.003969874670419479,0.06300694144631588,dense_nvfp4,mlp,12,model.layers.1.mlp.gate_proj,gate_proj,58720256,14336,0.52734375,0.010251383297145367,1.7966748476028442,1.5507452487945557,-6.407948660580587e-08,0.00013548987044487149,3.921720027923584,0.8268800377845764,0.012969723902642727
4.125,0.09583751438185573,0.00042024457650313707,0.6162308752536774,0.1252744676866239,,,4096,1,layers_00_07,0.125,0.005703087283604254,0.07551878762006349,dense_nvfp4,mlp,13,model.layers.1.mlp.up_proj,up_proj,58720256,14336,0.462890625,0.009458237327635288,1.478335976600647,1.4272761344909668,2.0324573597463313e-06,7.263251609401777e-05,2.792564630508423,0.7635102868080139,0.011941760778427124
564.0,0.004261722671799362,-5.0486540333492614e-05,0.0019203765051705496,0.17225111887855504,,,14336,1,layers_00_07,2.1142578125,0.0004833006796781668,0.021984100611081792,dense_nvfp4,mlp,14,model.layers.1.mlp.down_proj,down_proj,58720256,4096,0.70703125,0.009446901269257069,1.1976628303527832,0.7625780701637268,-2.5313233891210984e-06,9.192739526042715e-05,3.466888904571533,1.4262726306915283,0.011923427693545818
9.25,0.22938502486795187,0.004674745941883884,0.6942393183708191,0.40766478277079105,,,4096,2,layers_00_07,0.296875,0.0006938535208350828,0.0263410994613946,dense_nvfp4,attention,15,model.layers.2.self_attn.q_proj,q_proj,16777216,4096,0.26171875,0.013962156139314175,1.743375539779663,1.1945849657058716,-3.579193162295269e-06,0.0007300376892089844,2.3311126232147217,1.1396424770355225,0.018701542168855667
9.25,0.22938502486795187,0.004674745941883884,0.5706006288528442,0.40766478277079105,,,4096,2,layers_00_07,0.41357421875,0.00072305180218977,0.026889622574327254,dense_nvfp4,attention,16,model.layers.2.self_attn.k_proj,k_proj,4194304,1024,0.349609375,0.020425662398338318,1.569339394569397,0.889293372631073,-2.3766529011481907e-06,0.0012526512145996094,2.7171735763549805,1.680641770362854,0.02801508828997612
9.25,0.22938502486795187,0.004674745941883884,0.8693048059940338,0.40766478277079105,,,4096,2,layers_00_07,0.0860595703125,0.006445431260651919,0.08028344325358697,dense_nvfp4,attention,17,model.layers.2.self_attn.v_proj,v_proj,4194304,1024,0.05859375,0.005725324619561434,0.27562835812568665,0.23457275331020355,-1.0163230399484746e-06,7.009506225585938e-05,0.6495648622512817,0.46454519033432007,0.0073942020535469055
1.0546875,0.007218083075713366,2.8734408601849282e-05,0.02660137414932251,0.01612759248826823,,,4096,2,layers_00_07,0.01953125,0.0034097425009210467,0.058393000444582795,dense_nvfp4,attention,18,model.layers.2.self_attn.o_proj,o_proj,16777216,4096,0.345703125,0.006752446759492159,1.1947394609451294,0.5500417947769165,-1.3082745908832294e-07,0.0005463361740112305,3.2022454738616943,0.5561447143554688,0.008775170892477036
5.71875,0.12361874151974916,0.0002563349607953569,0.6708646416664124,0.1589773340622335,,,4096,2,layers_00_07,0.16796875,0.004343373562095178,0.06590427574972035,dense_nvfp4,mlp,19,model.layers.2.mlp.gate_proj,gate_proj,58720256,14336,0.32421875,0.010508748702704906,1.8285796642303467,1.58815336227417,-4.009752501588082e-06,0.00012969970703125,2.2825348377227783,0.8467741012573242,0.013286275789141655
5.71875,0.12361874151974916,0.0002563349607953569,0.7032380402088165,0.1589773340622335,,,4096,2,layers_00_07,0.06787109375,0.006491028364747127,0.08056691855065035,dense_nvfp4,mlp,20,model.layers.2.mlp.up_proj,up_proj,58720256,14336,0.248046875,0.009426787495613098,1.4683490991592407,1.4199153184890747,-1.3770669227142207e-07,4.124641418457031e-05,0.9591020941734314,0.7600484490394592,0.011885719373822212
2.875,0.006334566045552492,-2.7526792158434027e-05,0.004124070916857038,0.013083127692984819,,,14336,2,layers_00_07,0.0234375,0.005827584417464421,0.07633861681655242,dense_nvfp4,mlp,21,model.layers.2.mlp.down_proj,down_proj,58720256,4096,0.60546875,0.009471316821873188,0.8994619846343994,0.763269305229187,2.523420107536367e-06,7.484640082111582e-05,3.8307383060455322,1.4277138710021973,0.01193631999194622
7.78125,0.24508113227784634,0.0011348925404490728,0.7503493130207062,0.3551765305021747,,,4096,3,layers_00_07,0.3125,0.0007174074869036621,0.026784463535857166,dense_nvfp4,attention,22,model.layers.3.self_attn.q_proj,q_proj,16777216,4096,0.21875,0.014273097738623619,1.8100783824920654,1.1999348402023315,-1.25766200653743e-06,0.0003612637519836426,2.611816167831421,1.1533846855163574,0.018764588981866837
7.78125,0.24508113227784634,0.0011348925404490728,0.6434932053089142,0.3551765305021747,,,4096,3,layers_00_07,0.42578125,0.0006943230863121476,0.026350011125465346,dense_nvfp4,attention,23,model.layers.3.self_attn.k_proj,k_proj,4194304,1024,0.283203125,0.02094350941479206,1.5526955127716064,0.8920969367027283,-2.2701397028868087e-05,0.0006036758422851562,3.2081656455993652,1.6929410696029663,0.027942173182964325
7.78125,0.24508113227784634,0.0011348925404490728,0.8779044151306152,0.3551765305021747,,,4096,3,layers_00_07,0.109130859375,0.005557435534692391,0.07454820946670947,dense_nvfp4,attention,24,model.layers.3.self_attn.v_proj,v_proj,4194304,1024,0.1357421875,0.006813849322497845,0.3723473846912384,0.27688518166542053,-2.826030367941712e-06,0.00010657310485839844,0.8104318380355835,0.5509109497070312,0.008700519800186157
1.1484375,0.013234420272056013,1.4081061863180366e-05,0.048887670040130615,0.02355322990299468,,,4096,3,layers_00_07,0.0655517578125,0.004980349058424638,0.0705715881812549,dense_nvfp4,attention,25,model.layers.3.self_attn.o_proj,o_proj,16777216,4096,0.376953125,0.00788554735481739,1.0715266466140747,0.6379040479660034,1.7284720570387435e-06,0.00019800662994384766,3.405303716659546,0.6379948854446411,0.010012547485530376
6.78125,0.14861688669770956,4.866054632657324e-05,0.7128930389881134,0.19062846387179794,,,4096,3,layers_00_07,0.162109375,0.003492039069419786,0.059093477384731606,dense_nvfp4,mlp,26,model.layers.3.mlp.gate_proj,gate_proj,58720256,14336,0.5078125,0.011031849309802055,2.062113046646118,1.673936128616333,-2.5745175662450492e-06,0.00016166482237167656,2.561509370803833,0.8885990977287292,0.013996254652738571
6.78125,0.14861688669770956,4.866054632657324e-05,0.7557103335857391,0.19062846387179794,,,4096,3,layers_00_07,0.082275390625,0.006212587430912278,0.07881996847824971,dense_nvfp4,mlp,27,model.layers.3.mlp.up_proj,up_proj,58720256,14336,0.275390625,0.009282983839511871,1.4450336694717407,1.3986430168151855,5.718683837585559e-07,4.781995448865928e-05,0.9955365657806396,0.7480753660202026,0.011698932386934757
3.953125,0.01012893659727914,-3.1039698861994632e-06,0.012718890394483293,0.018623787071514714,,,14336,3,layers_00_07,0.02734375,0.006195935144674861,0.07871426265089994,dense_nvfp4,mlp,28,model.layers.3.mlp.down_proj,down_proj,58720256,4096,0.546875,0.009257172234356403,0.8720301389694214,0.7464451193809509,-1.3387556236921228e-06,5.534716910915449e-05,3.623262405395508,1.3951125144958496,0.011674203909933567
8.1875,0.22836725506931543,0.0014224666556401644,0.7277900874614716,0.3519137566605778,,,4096,4,layers_00_07,0.281494140625,0.0006633331022422195,0.025755253876485463,dense_nvfp4,attention,29,model.layers.4.self_attn.q_proj,q_proj,16777216,4096,0.330078125,0.014022042974829674,1.8204984664916992,1.1867843866348267,-2.3255713585967897e-06,0.0005763769149780273,2.265773057937622,1.1335777044296265,0.018561434000730515
8.1875,0.22836725506931543,0.0014224666556401644,0.6090653538703918,0.3519137566605778,,,4096,4,layers_00_07,0.359375,0.0006089070229054618,0.02467604147559859,dense_nvfp4,attention,30,model.layers.4.self_attn.k_proj,k_proj,4194304,1024,0.3359375,0.02079744078218937,1.4534327983856201,0.8786020278930664,-1.9188202713849023e-05,0.0006072521209716797,2.8747057914733887,1.6863232851028442,0.027554607018828392
8.1875,0.22836725506931543,0.0014224666556401644,0.8558195233345032,0.3519137566605778,,,4096,4,layers_00_07,0.0966796875,0.0059349404570318105,0.07703856473891378,dense_nvfp4,attention,31,model.layers.4.self_attn.v_proj,v_proj,4194304,1024,0.07421875,0.007249952293932438,0.3445773720741272,0.29673707485198975,-1.4773991097172257e-06,7.915496826171875e-05,0.7936738133430481,0.5868878364562988,0.009332901798188686
1.1015625,0.01987432420719415,9.179876769849216e-05,0.10092899203300476,0.03368012610467513,,,4096,4,layers_00_07,0.0458984375,0.00676991295998378,0.08227948079554089,dense_nvfp4,attention,32,model.layers.4.self_attn.o_proj,o_proj,16777216,4096,0.357421875,0.007954447530210018,0.9360324144363403,0.6491103768348694,-7.148210556806589e-07,0.0004375576972961426,3.1238784790039062,0.649362325668335,0.010210786014795303
8.5,0.16849968302994967,0.001298395716730738,0.7338848114013672,0.2172423751425807,,,4096,4,layers_00_07,0.21875,0.002709789377470678,0.05205563732652476,dense_nvfp4,mlp,33,model.layers.4.mlp.gate_proj,gate_proj,58720256,14336,0.392578125,0.01152042392641306,2.1531848907470703,1.7564445734024048,-1.3958268027636223e-05,0.0001513447059551254,2.2375545501708984,0.928572952747345,0.014675944112241268
8.5,0.16849968302994967,0.001298395716730738,0.7890388369560242,0.2172423751425807,,,4096,4,layers_00_07,0.080810546875,0.005966006682483349,0.07723992932728091,dense_nvfp4,mlp,34,model.layers.4.mlp.up_proj,up_proj,58720256,14336,0.3046875,0.00906907208263874,1.4146076440811157,1.3701720237731934,-1.6750111342389573e-07,8.222035103244707e-05,0.9600146412849426,0.7321311235427856,0.011451760306954384
