batch,elapsed_ms,input_seq,iteration,method,output_seq,phase,scenario,warmup
8,1220.82744166255,2048,0,ours_max_speed,1,ttft,prefill_decode,True
8,1092.7934888750315,2048,1,ours_max_speed,1,ttft,prefill_decode,False
8,1109.9555045366287,2048,2,ours_max_speed,1,ttft,prefill_decode,False
8,1174.4311600923538,2048,3,ours_max_speed,1,ttft,prefill_decode,False
8,1107.3894333094358,2048,4,ours_max_speed,1,ttft,prefill_decode,False
8,1180.730152875185,2048,5,ours_max_speed,1,ttft,prefill_decode,False
8,2144.6357276290655,2048,0,ours_max_speed,64,main,prefill_decode,True
8,2136.5258619189262,2048,1,ours_max_speed,64,main,prefill_decode,False
8,2131.907580420375,2048,2,ours_max_speed,64,main,prefill_decode,False
8,2132.309628650546,2048,3,ours_max_speed,64,main,prefill_decode,False
8,2137.7475149929523,2048,4,ours_max_speed,64,main,prefill_decode,False
8,2135.372456163168,2048,5,ours_max_speed,64,main,prefill_decode,False
