batch,elapsed_ms,input_seq,iteration,method,output_seq,phase,scenario,warmup
8,1110.7290294021368,2048,0,ours_max_speed,1,ttft,prefill_decode,True
8,1112.1552102267742,2048,1,ours_max_speed,1,ttft,prefill_decode,False
8,1112.7904988825321,2048,2,ours_max_speed,1,ttft,prefill_decode,False
8,1111.4582754671574,2048,3,ours_max_speed,1,ttft,prefill_decode,False
8,1114.7959157824516,2048,4,ours_max_speed,1,ttft,prefill_decode,False
8,1113.004868850112,2048,5,ours_max_speed,1,ttft,prefill_decode,False
8,2171.8327552080154,2048,0,ours_max_speed,64,main,prefill_decode,True
8,2134.1567803174257,2048,1,ours_max_speed,64,main,prefill_decode,False
8,2171.195661649108,2048,2,ours_max_speed,64,main,prefill_decode,False
8,2132.2103198617697,2048,3,ours_max_speed,64,main,prefill_decode,False
8,2136.6664506495,2048,4,ours_max_speed,64,main,prefill_decode,False
8,2142.4290630966425,2048,5,ours_max_speed,64,main,prefill_decode,False
