method,scenario,phase,iteration,warmup,batch,input_seq,output_seq,elapsed_ms,generated_tokens
dense_nvfp4,prefill_only,ttft,0,True,8,2048,1,745.3636266291142,8
dense_nvfp4,prefill_only,ttft,1,False,8,2048,1,621.2768815457821,8
dense_nvfp4,prefill_only,ttft,2,False,8,2048,1,625.0116098672152,8
dense_nvfp4,prefill_only,ttft,3,False,8,2048,1,621.6281745582819,8
dense_nvfp4,prefill_only,ttft,4,False,8,2048,1,621.6978915035725,8
dense_nvfp4,prefill_only,ttft,5,False,8,2048,1,620.8952851593494,8
dense_nvfp4,prefill_only,main,0,True,8,2048,1,622.1156474202871,8
dense_nvfp4,prefill_only,main,1,False,8,2048,1,621.7311974614859,8
dense_nvfp4,prefill_only,main,2,False,8,2048,1,622.8915993124247,8
dense_nvfp4,prefill_only,main,3,False,8,2048,1,621.0541985929012,8
dense_nvfp4,prefill_only,main,4,False,8,2048,1,621.3736478239298,8
dense_nvfp4,prefill_only,main,5,False,8,2048,1,624.4827825576067,8
dense_nvfp4,prefill_decode,ttft,0,True,16,2048,1,1371.5487904846668,16
dense_nvfp4,prefill_decode,ttft,1,False,16,2048,1,1245.0974956154823,16
dense_nvfp4,prefill_decode,ttft,2,False,16,2048,1,1245.392920449376,16
dense_nvfp4,prefill_decode,ttft,3,False,16,2048,1,1248.6242149025202,16
dense_nvfp4,prefill_decode,ttft,4,False,16,2048,1,1246.275456622243,16
dense_nvfp4,prefill_decode,ttft,5,False,16,2048,1,1249.419080093503,16
dense_nvfp4,prefill_decode,main,0,True,16,2048,80,4015.48202522099,1280
dense_nvfp4,prefill_decode,main,1,False,16,2048,80,3900.050763040781,1280
dense_nvfp4,prefill_decode,main,2,False,16,2048,80,3902.382792904973,1280
dense_nvfp4,prefill_decode,main,3,False,16,2048,80,3911.4657770842314,1280
dense_nvfp4,prefill_decode,main,4,False,16,2048,80,3908.4301572293043,1280
dense_nvfp4,prefill_decode,main,5,False,16,2048,80,3894.109081476927,1280
