batch,elapsed_ms,input_seq,iteration,method,output_seq,phase,scenario,warmup
8,1115.1344496756792,2048,0,ours_max_speed,1,ttft,prefill_decode,True
8,958.920307457447,2048,1,ours_max_speed,1,ttft,prefill_decode,False
8,989.301098510623,2048,2,ours_max_speed,1,ttft,prefill_decode,False
8,1162.7716235816479,2048,3,ours_max_speed,1,ttft,prefill_decode,False
8,1038.65459933877,2048,4,ours_max_speed,1,ttft,prefill_decode,False
8,962.8390725702047,2048,5,ours_max_speed,1,ttft,prefill_decode,False
8,1973.9309512078762,2048,0,ours_max_speed,64,main,prefill_decode,True
8,1925.6663490086794,2048,1,ours_max_speed,64,main,prefill_decode,False
8,1909.6805192530155,2048,2,ours_max_speed,64,main,prefill_decode,False
8,3303.232066333294,2048,3,ours_max_speed,64,main,prefill_decode,False
8,1908.6791332811117,2048,4,ours_max_speed,64,main,prefill_decode,False
8,1908.176738768816,2048,5,ours_max_speed,64,main,prefill_decode,False
