module_name,layer,module_type,module_family,from_method,to_method,latency_delta_ms,quality_delta
model.layers.0.self_attn.o_proj,0,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,5.82350770356495e-05
model.layers.1.self_attn.q_proj,1,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,2.9278637735182927e-05
model.layers.1.self_attn.k_proj,1,k_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,2.7671228293245073e-05
model.layers.1.self_attn.o_proj,1,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.00021178672941737098
model.layers.2.self_attn.q_proj,2,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,3.339799448500377e-05
model.layers.2.self_attn.k_proj,2,k_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,2.8456126859061514e-05
model.layers.3.self_attn.q_proj,3,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,6.969719737503302e-05
model.layers.3.self_attn.k_proj,3,k_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,5.442112415084001e-05
model.layers.3.self_attn.o_proj,3,o_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.0002716931539295097
model.layers.4.self_attn.q_proj,4,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,7.071516269556948e-05
model.layers.4.self_attn.k_proj,4,k_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,5.1984950207480755e-05
model.layers.5.self_attn.q_proj,5,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,7.813732725913582e-05
model.layers.5.self_attn.k_proj,5,k_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,5.611449089418113e-05
model.layers.5.mlp.down_proj,5,down_proj,mlp,marlin_nvfp4,dense_nvfp4_prefill_marlin_decode,-0.9923829889249269,3.048250215147792e-05
model.layers.6.self_attn.q_proj,6,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,9.471827347285765e-05
model.layers.6.self_attn.k_proj,6,k_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,7.586678524098477e-05
model.layers.6.mlp.down_proj,6,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-11.873802880311064,0.000574951468026033
model.layers.7.self_attn.q_proj,7,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,9.99116370938216e-05
model.layers.7.self_attn.k_proj,7,k_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,8.000711600394658e-05
model.layers.7.mlp.down_proj,7,down_proj,mlp,dense_bf16,dense_nvfp4_prefill_marlin_decode,-11.873802880311064,0.0005862562928291935
model.layers.8.self_attn.q_proj,8,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,9.630227093251683e-05
model.layers.8.self_attn.k_proj,8,k_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,7.099589116847195e-05
model.layers.9.self_attn.q_proj,9,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.00010280035386187397
model.layers.9.self_attn.k_proj,9,k_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,7.298453969432922e-05
model.layers.9.mlp.down_proj,9,down_proj,mlp,marlin_nvfp4,dense_nvfp4_prefill_marlin_decode,-0.9923829889249269,2.9542346403861998e-05
model.layers.10.self_attn.q_proj,10,q_proj,attention,dense_bf16,marlin_nvfp4,-0.502279999999999,0.00010703088136403823
