batch,elapsed_ms,input_seq,iteration,method,output_seq,phase,scenario,warmup
8,663.9227718114853,2048,0,ours_max_speed,1,ttft,prefill_decode,True
8,669.6055307984352,2048,1,ours_max_speed,1,ttft,prefill_decode,False
8,669.4987770169973,2048,2,ours_max_speed,1,ttft,prefill_decode,False
8,660.4092139750719,2048,3,ours_max_speed,1,ttft,prefill_decode,False
8,667.0459881424904,2048,4,ours_max_speed,1,ttft,prefill_decode,False
8,668.0662240833044,2048,5,ours_max_speed,1,ttft,prefill_decode,False
8,2664.196217432618,2048,0,ours_max_speed,64,main,prefill_decode,True
8,2853.9937417954206,2048,1,ours_max_speed,64,main,prefill_decode,False
8,2783.6423851549625,2048,2,ours_max_speed,64,main,prefill_decode,False
8,2888.058679178357,2048,3,ours_max_speed,64,main,prefill_decode,False
8,2888.9491762965918,2048,4,ours_max_speed,64,main,prefill_decode,False
8,2763.2951699197292,2048,5,ours_max_speed,64,main,prefill_decode,False
